drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,time_s
09_0002.JPG,3946,sat_tile_y27522_x39796,19,2,4,0.305,0.000,"(0.000,0.443,0.000,0.020)",0.046,0.176,N/A,N/A,N/A,43146.60871316,28036.83012209,-53.698,N/A,N/A,0.7228,1.1622,N/A,1.3687,1.3687,0.5363
09_0003.JPG,4313,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42789.38478499,27774.40006916,-53.698,N/A,N/A,-14.8177,13.3983,N/A,19.9770,19.9770,0.5132
09_0004.JPG,4720,sat_tile_y25020_x37530,45,6,4,0.174,0.000,"(0.000,0.984,0.000,0.000)",0.098,0.136,N/A,N/A,N/A,42491.69817817,27555.70835839,-53.698,N/A,N/A,-12.9966,13.9216,N/A,19.0453,19.0453,0.6337
09_0005.JPG,4886,sat_tile_y25020_x39796,53,6,5,0.265,0.006,"(0.033,0.494,0.005,0.051)",0.061,0.163,N/A,N/A,N/A,42134.47425000,27293.27830546,-53.698,N/A,N/A,-27.4482,27.4345,N/A,38.8080,38.8080,0.6652
09_0006.JPG,4426,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41836.78764318,27074.58659469,-53.698,N/A,N/A,-26.7157,27.9578,N/A,38.6700,38.6700,0.4619
09_0007.JPG,4043,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41479.56371501,26812.15654176,-53.698,N/A,N/A,-42.2556,42.1075,N/A,59.6538,59.6538,0.4529
09_0008.JPG,3575,sat_tile_y22518_x37530,16,6,4,0.176,0.000,"(0.000,0.985,0.000,0.000)",0.099,0.137,N/A,N/A,N/A,41122.33978683,26549.72648883,-53.698,N/A,N/A,-55.6085,54.3436,N/A,77.7531,77.7531,0.7526
09_0009.JPG,3525,sat_tile_y25020_x39796,34,9,4,0.218,0.000,"(0.000,0.885,0.000,0.000)",0.089,0.153,N/A,N/A,N/A,40824.65318002,26331.03477805,-53.698,N/A,N/A,-55.9836,54.8680,N/A,78.3878,78.3878,0.7087
09_0010.JPG,3755,sat_tile_y20016_x35028,53,12,4,0.167,0.000,"(0.000,0.891,0.001,0.000)",0.089,0.128,N/A,N/A,N/A,40467.42925184,26068.60472513,-53.698,N/A,N/A,-70.4248,67.7420,N/A,97.7171,97.7171,0.8216
09_0011.JPG,4197,N/A,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40110.20532366,25806.17467220,-53.698,N/A,N/A,-84.8755,82.5295,N/A,118.3848,118.3848,0.5344
09_0012.JPG,4420,sat_tile_y25020_x37530,48,9,4,0.186,0.000,"(0.000,0.058,0.000,0.000)",0.006,0.096,N/A,N/A,N/A,39812.51871685,25587.48296142,-53.698,N/A,N/A,-83.0541,83.6907,N/A,117.9072,117.9072,0.6306
09_0013.JPG,4236,sat_tile_y22518_x39796,48,9,5,0.202,0.043,"(0.554,0.040,0.157,0.161)",0.115,0.159,N/A,N/A,N/A,39455.29478867,25325.05290849,-53.698,N/A,N/A,-97.4949,96.5657,N/A,137.2232,137.2232,0.7348
09_0014.JPG,3982,sat_tile_y20016_x37530,48,12,5,0.157,0.121,"(0.896,0.000,0.432,0.999)",0.233,0.195,N/A,N/A,N/A,39157.60818186,25106.36119772,-53.698,N/A,N/A,-97.8601,97.0890,N/A,137.8509,137.8509,0.8084
09_0015.JPG,4485,sat_tile_y20016_x37530,14,12,4,0.183,0.000,"(0.943,0.362,0.000,0.026)",0.133,0.158,N/A,N/A,N/A,38859.92157504,24887.66948695,-53.698,N/A,N/A,-94.9501,98.8880,N/A,137.0925,137.0925,1.1270
09_0016.JPG,4884,sat_tile_y20016_x39796,15,16,4,0.141,0.000,"(0.000,0.571,0.000,0.000)",0.057,0.099,N/A,N/A,N/A,38502.69764687,24625.23943402,-53.698,N/A,N/A,-110.4886,111.1241,N/A,156.7045,156.7045,1.1970
09_0017.JPG,4542,sat_tile_y20016_x39796,7,16,4,0.161,0.000,"(0.000,0.994,0.000,0.000)",0.099,0.130,N/A,N/A,N/A,38145.47371869,24362.80938109,-53.698,N/A,N/A,-124.9385,124.6370,N/A,176.4767,176.4767,1.3118
09_0018.JPG,4363,sat_tile_y25020_x37530,9,16,4,0.291,0.000,"(0.802,0.210,0.235,0.000)",0.125,0.208,N/A,N/A,N/A,37847.78711188,24144.11767031,-53.698,N/A,N/A,-125.3035,125.1603,N/A,177.1047,177.1047,1.3832
09_0019.JPG,3813,sat_tile_y22518_x32526,17,16,4,0.142,0.000,"(0.000,0.899,0.000,0.000)",0.090,0.116,N/A,N/A,N/A,37490.56318370,23881.68761738,-53.698,N/A,N/A,-138.6549,138.6721,N/A,196.0999,196.0999,0.9559
09_0020.JPG,3497,sat_tile_y25020_x35028,23,16,4,0.289,0.000,"(0.012,0.106,0.014,0.007)",0.018,0.154,N/A,N/A,N/A,37192.87657689,23662.99590661,-53.698,N/A,N/A,-137.9218,139.1965,N/A,195.9543,195.9543,1.2221
09_0021.JPG,3644,sat_tile_y22518_x37530,17,16,4,0.215,0.000,"(0.484,0.713,0.004,0.996)",0.222,0.219,N/A,N/A,N/A,36835.65264871,23400.56585368,-53.698,N/A,N/A,-152.3711,152.7083,N/A,215.7239,215.7239,1.1770
09_0022.JPG,3449,sat_tile_y25020_x30024,16,20,4,0.169,0.000,"(0.000,0.963,0.000,0.000)",0.096,0.133,N/A,N/A,N/A,36478.42872053,23138.13580075,-53.698,N/A,N/A,-165.7221,167.4959,N/A,235.6241,235.6241,1.1447
09_0023.JPG,3120,sat_tile_y17514_x35028,17,20,4,0.188,0.000,"(0.000,0.598,0.000,0.000)",0.060,0.124,N/A,N/A,N/A,36180.74211372,22919.44408998,-53.698,N/A,N/A,-164.9984,168.0192,N/A,235.4887,235.4887,1.1727
09_0024.JPG,3029,sat_tile_y17514_x35028,11,20,4,0.202,0.000,"(0.000,0.989,0.000,0.000)",0.099,0.151,N/A,N/A,N/A,35883.05550691,22700.75237920,-53.698,N/A,N/A,-164.2651,169.1803,N/A,235.8071,235.8071,1.0515
09_0025.JPG,3320,sat_tile_y17514_x32526,27,25,4,0.199,0.000,"(0.979,0.632,0.000,0.754)",0.237,0.218,N/A,N/A,N/A,35525.83157873,22438.32232628,-53.698,N/A,N/A,-178.7138,181.4175,N/A,254.6585,254.6585,1.6228
