image_num,estimated_lat,estimated_lon,actual_lat,actual_lon,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error_meters,length_std,length_mean,inlier_count,length_confidence,inlier_confidence
4,38.850590249048835,101.0189959756294,38.85060651,101.0188077,16.427168198854762,2.0447089672088623,True,2935,25.34031573500859,183.43820729411757,2254.24462890625,43,0.9186254211535502,0.172
5,38.851049289132966,101.0204040534568,38.85061797,101.0203088,48.719808817551986,2.1671457290649414,True,2895,62.78550927399088,184.29141881684666,2247.602264404297,84,0.918005324280232,0.336
6,38.85127882263672,101.02186713657603,38.85061797,101.0217985,73.80651074213304,2.0131118297576904,False,3074,,,,,,
7,38.850605227617024,101.02321805006636,38.85059505,101.0232996,7.1621321634554524,1.8638439178466797,True,3157,22.860045182583928,182.2185080578908,2265.5548095703125,83,0.919570028812302,0.332
8,38.85047236563668,101.02481361431637,38.85061224,101.0248008,15.610417212653374,1.9053955078125,True,2948,22.643034209993154,185.50993059041917,2256.829071044922,89,0.9178006287802172,0.356
9,38.85044652481701,101.02621574442772,38.85059505,101.0262905,17.759317709883643,1.8049836158752441,True,2802,15.418026537389565,176.69517356148415,2234.8985595703125,84,0.9209381683992601,0.336
10,38.850759197774025,101.02769977835253,38.85062943,101.0277916,16.49498025895818,1.8851051330566406,True,2605,53.81149416393994,161.28876691136583,2194.1131591796875,65,0.9264902239720093,0.26
11,38.85058351564506,101.02929555087265,38.85059505,101.0292813,1.7821145068175444,1.7904653549194336,True,2697,22.490258736165224,188.21948844593595,2266.939178466797,115,0.9169719725020435,0.46
12,38.85056836098714,101.03090507446129,38.85060651,101.0307825,11.446511926530059,1.8156249523162842,True,2740,25.321521554959396,185.26313347176466,2264.5158081054688,115,0.9181886331688898,0.46
13,38.850499303513544,101.0323474229618,38.85059505,101.0322836,12.009841916204364,1.8482413291931152,True,2948,13.078882878037396,187.7972306681612,2270.2683715820312,121,0.9172797220721112,0.484
14,38.850471858304104,101.03375983803198,38.85059505,101.0337733,13.763299309914993,1.8782241344451904,True,3269,29.202276479849075,190.5763639393395,2280.6755981445312,141,0.916438635948758,0.564
15,38.850580020764916,101.03533539026229,38.8506237,101.0352745,7.178082708066133,1.8306171894073486,True,3374,15.293635956173878,180.29973285657937,2273.1265869140625,111,0.9206820535668673,0.444
16,38.85052556174034,101.0368149226835,38.85060078,101.0367642,9.458334321259965,1.77775239944458,True,3287,13.72828760849779,186.1375704402254,2275.6920471191406,122,0.9182061691185932,0.488
17,38.85039207732223,101.03841802439953,38.85059505,101.0382653,26.190416058870053,1.808809757232666,True,3061,39.968199030455665,194.55358994620929,2284.0069580078125,115,0.9148191780834567,0.46
18,38.85048543926171,101.03985266515888,38.85061224,101.039755,16.461403316594197,1.8549683094024658,True,3076,9.67530830561131,176.90052496375884,2244.4569091796875,101,0.921183372137711,0.404
19,38.85056131064458,101.04134008115781,38.85059505,101.0412561,8.194235815726746,1.7814128398895264,True,3112,6.107574149853182,182.1773017196405,2251.580322265625,58,0.9190891393399961,0.232
20,38.85056534849736,101.04296556980458,38.85061224,101.0427573,18.800214806946016,1.9210634231567383,True,3359,31.520053297910117,187.6507574042951,2242.2059020996094,134,0.9163097567317176,0.536
21,38.850334385229935,101.04443243701067,38.85059505,101.044247,33.17522407859703,1.781254768371582,True,3325,45.54973352942038,199.31269496603184,2249.8960876464844,147,0.9114124887543034,0.588
22,38.85043876933837,101.04591118684525,38.85060651,101.0457481,23.424238261689368,2.022190809249878,True,3253,5.772866259751502,169.6343303441196,2191.9946899414062,78,0.922611888102405,0.312
23,38.85043946484864,101.04740575676095,38.85060651,101.0472378,23.620610624738145,1.7955358028411865,True,3025,20.120939344814435,181.805719695661,2223.489776611328,91,0.9182340653831389,0.364
24,38.85043228684427,101.04878412215952,38.85060651,101.048739,19.785316294028036,1.8259117603302002,True,2986,25.642048978623677,183.8798032679927,2205.6952514648438,96,0.9166340848102771,0.384
25,38.85049086235452,101.0502558478927,38.85059505,101.0502287,11.834694390256193,1.7477006912231445,True,3090,6.440586548333209,178.56001713476553,2173.357696533203,133,0.917841403916349,0.532
26,38.850678908027334,101.0518197325611,38.85061797,101.0517298,10.33635183757981,1.753671646118164,True,3078,27.89568000961765,170.28401259608214,2146.462646484375,131,0.9206676096250801,0.524
27,38.85067319003949,101.05327520867755,38.85060078,101.0532195,9.39751975693167,1.7675905227661133,True,3163,2.9253574977346952,180.6533048802859,2130.2174072265625,156,0.9151948978224305,0.624
28,38.85066776774492,101.05477640798621,38.85059505,101.0547207,9.426886514852333,1.8594510555267334,True,3447,7.717185014767351,176.65109549892165,2103.715576171875,134,0.916029002447007,0.536
29,38.85075558446063,101.0563568029541,38.85060078,101.0562218,20.83345401380124,1.845625638961792,True,3513,35.135334249450565,169.11909732439835,2099.2867431640625,121,0.9194397345312149,0.484
30,38.85082547517697,101.05770294198747,38.85061224,101.0577115,23.748938595659784,1.7542126178741455,True,3205,29.695982251574943,165.51694852937513,2087.010772705078,189,0.9206918571317002,0.756
31,38.85055257507537,101.05904043990449,38.85060078,101.0592012,14.938116548013275,1.858067274093628,True,3010,51.855269414621084,201.4838788133567,2121.3125610351562,108,0.9050192402033217,0.432
32,38.85053678710921,101.06064840743765,38.85061797,101.0607023,10.174195442574758,1.776914119720459,True,2779,13.251236949377315,178.0323848612106,2104.484893798828,121,0.9154033438843828,0.484
33,38.85020511182647,101.06221641980343,38.85060078,101.0622035,44.060028578706266,1.7566895484924316,True,3062,66.99267335157774,194.57067860952722,2134.8970642089844,119,0.9088617985984168,0.476
34,38.85035925004598,101.06368162533848,38.85060078,101.0637046,26.96083027493181,1.7494447231292725,True,2931,13.83051938604647,168.31938001287415,2081.2276000976562,114,0.919124952982088,0.456
35,38.850423943858374,101.06524944034545,38.85059505,101.0651943,19.63857360605947,2.019437789916992,True,3118,15.360067400429294,163.03741262789865,2053.2648315429688,88,0.9205960136640626,0.352
36,38.850428714836205,101.0666344051214,38.85059505,101.0666955,19.25949396345555,2.010612726211548,True,3156,25.396388646539577,171.33862834607447,2000.67919921875,181,0.9143597692158838,0.724
37,38.85032262667469,101.06825463825052,38.85060651,101.0681852,32.170478109644094,1.8024570941925049,True,3166,43.13881858479154,176.27465098982665,2034.7217407226562,175,0.9133667039271814,0.7
38,38.85039585326013,101.06975302637917,38.85061224,101.0696863,24.7734372550047,1.8065612316131592,True,3100,5.801654077616305,174.66834862387117,2031.3413391113281,53,0.9140132949294061,0.212
39,38.850427689057796,101.0713228568117,38.85061224,101.071176,24.17132473782722,1.881124496459961,True,3156,30.039833733547194,189.81006589554033,1980.1353759765625,46,0.9041428842702586,0.184
40,38.85064286222707,101.07269909317544,38.85061224,101.0726772,3.901910058057503,1.799999713897705,True,3175,34.981339957440845,177.30442164669404,1827.0816955566406,63,0.9029575841748684,0.252
41,38.85066346171341,101.07416605184447,38.85059505,101.0741668,7.615868295516889,1.7795922756195068,True,3037,6.162310579083937,147.0112167570635,1795.3867492675781,74,0.9181172430859055,0.296
42,38.85044607127998,101.07576067963257,38.85060078,101.075668,19.00522220828704,1.7185871601104736,True,2987,49.532595481891,253.10049315828314,1906.5245971679688,75,0.8672450942756001,0.3
43,38.85043293343467,101.07724222467046,38.85061224,101.0771577,21.26371466119912,1.7918767929077148,True,3159,18.26955977331641,199.1259895630278,1884.4350280761719,129,0.8943311992208527,0.516
44,38.85041377263768,101.07874396539722,38.85059505,101.0786588,21.488823196700018,1.7689807415008545,True,3403,20.008099373355016,207.3419080046685,1963.9030151367188,123,0.8944235502432719,0.492
45,38.850322203156175,101.08024520433163,38.85060078,101.08016,31.879274914015358,1.8154940605163574,True,3408,37.085301791593345,176.88566994199485,1955.9787902832031,101,0.9095666727979275,0.404
46,38.850274241330006,101.08163177080593,38.85060651,101.0816497,37.0208122909067,1.823606252670288,True,3483,40.321735388088854,164.52804700523444,1877.7539672851562,122,0.9123804024000504,0.488
47,38.85061208187293,101.08315461042905,38.85061224,101.0831508,0.3309062282105709,1.7679665088653564,True,3539,15.139161819111049,151.89274759796595,1855.9979248046875,216,0.9181611436263054,0.864
48,38.85096467729929,101.0847417318215,38.85061797,101.084652,39.37208016491914,1.7775461673736572,True,3573,55.89222435748332,147.94031475371972,1862.6297607421875,180,0.9205744921122858,0.72
49,38.850870451001846,101.08611288070539,38.85060078,101.0861417,30.123626793858477,1.702599287033081,True,3488,17.290027413601564,151.56323560082419,1853.0732727050781,142,0.9182097989144404,0.568
50,38.85048290415657,101.08755120642647,38.85059505,101.0876428,14.796697895887387,1.870497465133667,True,3337,64.43641396127232,174.8842907740932,1872.2095642089844,96,0.9065893615130727,0.384
