image_num,estimated_lat,estimated_lon,actual_lat,actual_lon,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error_meters,length_std,length_mean,inlier_count,length_confidence,inlier_confidence
2,32.30522578322139,119.89597824891543,32.30513666,119.8960711,13.218279917439812,3.7615108489990234,True,4437,17.560031058779074,291.4218115287067,1397.8347778320312,162,0.7915191293346652,0.648
3,32.305782183608564,119.8952321941805,32.30566378,119.8952804,13.938960451882984,3.6927876472473145,True,4031,7.778843148395225,286.61988754238956,1419.2133178710938,129,0.7980431243610814,0.516
4,32.306276959502306,119.89440510331654,32.30618517,119.8944782,12.316275800946084,3.651726245880127,True,3723,12.633079097902193,277.38380866797013,1392.6748962402344,131,0.8008265895961681,0.524
5,32.30674213295201,119.89356293996292,32.30671229,119.8936875,12.179298615002118,4.104529619216919,True,3079,15.179991145086122,279.43576811257424,1392.9552307128906,212,0.7993935756502643,0.848
6,32.30727409753609,119.8926767685684,32.30722795,119.8928739,19.242701235943226,3.616311550140381,True,3202,18.333469608139392,280.9537643092915,1390.8927612304688,236,0.7980047260719492,0.944
7,32.307796494685896,119.89203028369718,32.30774362,119.8920718,7.063838626687727,3.5964956283569336,True,3531,7.606050322015924,286.1460669157229,1401.144775390625,211,0.795776944722969,0.844
8,32.30831418918029,119.89123897286706,32.30827647,119.8912811,5.773697641357723,3.707080364227295,True,4383,13.962387057142106,291.7228404212101,1403.8920593261719,118,0.7922042236201345,0.472
9,32.308714389471184,119.89033178213057,32.30879213,119.890479,16.330493903373508,3.629836320877075,True,4971,25.754532974726025,281.11717056717845,1409.9140014648438,321,0.800613959237862,1.0
10,32.30933754153967,119.88959128890725,32.30931925,119.8896768,8.297808677775034,3.6444830894470215,True,5653,13.003436739477486,290.16967966968065,1405.0444946289062,299,0.7934800778346034,1.0
11,32.30984479512126,119.88877867452314,32.30983491,119.8888747,9.099969563576401,3.6228854656219482,True,5781,12.839569624818274,284.7711202461769,1405.3038024902344,376,0.797359745457491,1.0
12,32.31042667336496,119.88790072853138,32.31035057,119.8880726,18.25318409164223,3.6280908584594727,True,5566,15.561898200785405,295.8827632578546,1336.6620788574219,206,0.7786405644792623,0.824
13,32.310952470080565,119.88715595262389,32.31088343,119.8872819,14.122389350302594,3.810486316680908,True,5041,10.004275968406352,289.701708644987,1347.3369140625,160,0.7849819851135257,0.64
14,32.311416597063186,119.8863458633475,32.31138763,119.8864683,11.960593374933364,3.6412055492401123,True,4508,15.897579432835686,284.02613481535343,1395.5397644042969,171,0.7964757851693367,0.684
15,32.311915217347334,119.88554483722226,32.31192048,119.8856661,11.42231689032204,3.7363839149475098,True,4268,14.762162107078934,279.02608634201135,1403.1066589355469,140,0.801136938118666,0.56
16,32.31245250964087,119.88471999338536,32.3124476,119.8848755,14.638833879939215,3.619192123413086,True,4698,11.128873327681973,281.9517902950499,1402.6956481933594,277,0.7989928958158546,1.0
17,32.31299172115566,119.88395701487792,32.3129518,119.8840733,11.807275392791857,3.583292245864868,True,4841,13.29612489044229,283.6458118907179,1398.5899963378906,324,0.7971915910785687,1.0
18,32.31349205506279,119.8832023292539,32.31348465,119.8832712,6.530956529603305,3.6006040573120117,True,5106,5.97745297711356,281.3437955511992,1397.4063720703125,214,0.7986671585486065,0.856
19,32.31402623018328,119.88224867120618,32.31400032,119.882469,20.926230656076665,3.5977213382720947,True,5419,26.375628115836207,293.5684698808811,1418.9908142089844,253,0.7931146086773433,1.0
20,32.314613518612106,119.88156900022595,32.31452171,119.8816669,13.75740469055192,3.6773412227630615,True,5669,15.532625185026834,281.14524202280273,1402.0059204101562,402,0.7994692904431147,1.0
21,32.31514903842839,119.88077818143863,32.3150431,119.8808533,13.748137226359237,3.625441551208496,True,6307,16.66317420560513,276.92164006557647,1395.4519348144531,376,0.8015541537785768,1.0
22,32.31567071939513,119.879916024516,32.31556449,119.8800626,18.164892061471573,3.597275495529175,True,6311,13.006858756453287,281.9016747495128,1404.2495422363281,484,0.7992510118247416,1.0
23,32.316126340601855,119.87908169117311,32.31608588,119.8792719,18.45127142015399,3.799532413482666,True,6408,25.4978441835464,282.0009113512656,1370.7733459472656,216,0.7942760470321296,0.864
24,32.316652347899094,119.87827858621066,32.31660727,119.8784698,18.674470639201047,3.6299779415130615,True,6048,21.936899858260787,271.8954249892293,1371.352294921875,283,0.8017318919463222,1.0
25,32.317160717918675,119.87730495991032,32.31712294,119.8776562,33.30798156201108,3.6053378582000732,True,5891,38.588625450919096,307.27881933701775,1391.0182800292969,262,0.7790979286551533,1.0
