image_num,estimated_lat,estimated_lon,actual_lat,actual_lon,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error_meters,length_std,length_mean,inlier_count,length_confidence,inlier_confidence
2,40.35004618820166,115.77688481116606,40.35009436,115.7772494,31.392941705384164,0.8570404052734375,False,738,,,,,,
3,40.349309692470534,115.77673482605414,40.34959015,115.7775129,73.02212320751501,0.7824316024780273,False,756,,,,,,
4,40.34875732067219,115.77662233722019,40.34909741,115.7778109,107.70982927986199,0.924677848815918,False,869,,,,,,
5,40.34820494887385,115.77650984838624,40.34859894,115.7780859,140.7209306993123,0.9298887252807617,False,849,,,,,,
6,40.34765257707551,115.7763973595523,40.34810046,115.7783494,172.95256772998803,0.7750754356384277,False,897,,,,,,
7,40.347100205277165,115.77628487071836,40.34760199,115.7786015,204.32535101137583,1.0354328155517578,False,855,,,,,,
8,40.34654783347882,115.77617238188441,40.34710352,115.7788766,237.61773077553968,0.9205996990203857,False,847,,,,,,
9,40.3458113377477,115.77602239677249,40.34660504,115.7791516,279.79688767588954,0.938208818435669,False,881,,,,,,
10,40.345258965949355,115.77590990793854,40.34610084,115.7794266,312.72730646158317,0.920147180557251,False,908,,,,,,
11,40.34470659415101,115.77579741910459,40.34560237,115.7797016,345.91358015857156,1.083935260772705,False,906,,,,,,
12,40.344716342204705,115.77993989882947,40.34510389,115.7799766,43.25403880694056,1.0888381004333496,True,954,22.307986688205936,374.22107809157274,1098.6723937988281,28,0.6593879301930523,0.112
13,40.3442920234158,115.78012274640167,40.34460542,115.7802402,36.28249791306835,0.8995442390441895,False,950,,,,,,
14,40.34386770462688,115.78030559397388,40.34410695,115.7805152,32.023998634619645,0.7428743839263916,False,965,,,,,,
15,40.343443385837965,115.78048844154607,40.34360847,115.7807788,30.733502183052792,1.0638973712921143,False,963,,,,,,
16,40.34301906704905,115.78067128911827,40.34311,115.7810538,33.99416636124157,1.0649099349975586,False,1042,,,,,,
17,40.34259474826013,115.78085413669048,40.34261726,115.7813403,41.32192737468309,1.0798230171203613,False,1229,,,,,,
18,40.34217042947122,115.78103698426267,40.34211878,115.7816153,49.39977546892501,1.097975254058838,False,1134,,,,,,
20,40.34309067225127,115.78283909136852,40.34316157,115.7829331,11.220514948762325,1.7925560474395752,False,953,,,,,,
21,40.34351252450255,115.78244718273703,40.34365431,115.7826466,23.137747356489385,1.397472620010376,False,876,,,,,,
22,40.34393437675382,115.78205527410555,40.34415278,115.7823945,37.67465811044797,1.622912883758545,False,896,,,,,,
23,40.344215611588005,115.78179400168455,40.34465126,115.7821195,55.807652812365596,2.1288042068481445,False,1029,,,,,,
24,40.344637463839284,115.78140209305306,40.34514973,115.7818445,68.26913746611793,2.1352756023406982,False,937,,,,,,
25,40.345059316090556,115.78101018442158,40.3456482,115.7815695,80.9265040830766,1.7515549659729004,False,899,,,,,,
26,40.34548116834183,115.78061827579009,40.34615241,115.7813059,94.79851950169325,2.1109426021575928,False,858,,,,,,
27,40.345903020593106,115.78022636715859,40.34665088,115.7810309,107.65572234767959,2.0787506103515625,False,750,,,,,,
28,40.34632487284438,115.7798344585271,40.34714935,115.7807673,121.19053026536362,2.1221587657928467,False,792,,,,,,
29,40.346746725095656,115.77944254989562,40.34764783,115.7804923,134.14184565211414,2.0833003520965576,False,814,,,,,,
30,40.34716857734693,115.77905064126413,40.3481463,115.7802173,147.115476605557,2.076738119125366,False,659,,,,,,
31,40.3475904295982,115.77865873263265,40.34864477,115.7799423,160.1066365692285,2.240696430206299,False,566,,,,,,
32,40.34801228184948,115.77826682400116,40.34914325,115.7796787,173.77743093048107,2.107790946960449,False,688,,,,,,
33,40.34843413410075,115.77787491536968,40.34964745,115.7794151,187.92865857031785,2.082106113433838,False,672,,,,,,
34,40.34885598635203,115.77748300673818,40.35014019,115.7791401,200.50329317541178,2.043774366378784,False,704,,,,,,
35,40.3492778386033,115.7770910981067,40.35063867,115.7788651,213.5425988833737,2.0790064334869385,False,767,,,,,,
36,40.34969969085457,115.77669918947521,40.35113714,115.7785901,226.586047969043,2.07053804397583,False,1008,,,,,,
38,40.35108239601249,115.78030929178992,40.35113141,115.7805267,19.23490501790085,0.7526652812957764,False,735,,,,,,
39,40.35052345202497,115.78032108357982,40.35062721,115.7807673,39.57962902470503,0.7397706508636475,False,623,,,,,,
40,40.34996450803746,115.78033287536974,40.35012873,115.7810538,63.83653529869547,0.7686302661895752,False,589,,,,,,
41,40.34940556404994,115.78034466715965,40.34963599,115.7813403,88.2779177779887,0.7575571537017822,False,377,,,,,,
42,40.348846620062425,115.78035645894957,40.34913752,115.7816267,112.5269289900203,1.0550410747528076,False,481,,,,,,
43,40.34828767607491,115.78036825073947,40.34863904,115.7819018,135.8578652507924,1.4589581489562988,False,581,,,,,,
44,40.3477287320874,115.78038004252939,40.34814057,115.7821539,157.32149184776935,0.9284887313842773,False,686,,,,,,
45,40.34716978809988,115.7803918343193,40.34763637,115.7824174,179.52577390204507,1.3782882690429688,False,740,,,,,,
46,40.34661084411237,115.78040362610922,40.34713789,115.7826925,202.85670792318217,1.3840155601501465,False,955,,,,,,
47,40.346051900124856,115.78041541789912,40.34663942,115.7829675,226.1798438674533,1.3808622360229492,False,964,,,,,,
48,40.345306641474835,115.78043114028567,40.34614668,115.7832539,257.0916980294726,1.3786640167236328,False,1169,,,,,,
49,40.34546580483301,115.78347179009339,40.3456482,115.7835175,20.671252853034428,0.8095769882202148,True,1162,10.369975457078157,319.79968977633746,966.5408172607422,28,0.6691296590218749,0.112
50,40.34493475910444,115.78361101638484,40.345144,115.7837811,27.40016884183378,0.70448899269104,True,1055,34.89889189761155,315.81453331999404,964.4555969238281,62,0.672546321129456,0.248
51,40.34450915884938,115.78391182108382,40.34465126,115.7840561,20.0015618908113,0.74102783203125,True,1050,6.893893359848992,307.3853039295914,938.1351776123047,27,0.6723443366531321,0.108
52,40.34404402626473,115.78413324429759,40.34414705,115.7843311,20.329735309897792,1.0183062553405762,False,909,,,,,,
53,40.343578893680096,115.78435466751138,40.34365431,115.7846061,22.92402818415686,0.8483498096466064,False,915,,,,,,
54,40.34311376109545,115.78457609072515,40.34315011,115.7848697,25.236181698333258,0.8553330898284912,False,1012,,,,,,
56,40.34422887945552,115.78606288239628,40.34419289,115.7862219,14.073284182394726,2.1796278953552246,True,999,23.36670606920312,193.58479710703742,971.7258453369141,14,0.8007824963841337,0.056
57,40.34468921653904,115.7857007733654,40.34468563,115.7859354,19.909617526682766,1.7473905086517334,False,1203,,,,,,
58,40.345149553622555,115.78533866433453,40.34518411,115.7856718,28.523662949412426,1.8433208465576172,False,1227,,,,,,
59,40.3458965900715,115.78533040067157,40.34568258,115.7853968,24.4805617896289,1.2422194480895996,True,1407,28.16069463187424,242.80605560280762,1012.2953186035156,21,0.7601430618707552,0.084
60,40.34624738346194,115.78515857465769,40.34618678,115.7851333,7.078953877578982,1.7938790321350098,False,1283,,,,,,
61,40.3467735735476,115.78490083563685,40.34668526,115.7848582,10.475393407775607,1.8033506870269775,False,1119,,,,,,
62,40.34721547201943,115.78438202694211,40.347178,115.7845718,16.631859347733347,1.2262816429138184,True,995,25.36552362053127,199.26778610955918,946.4209899902344,47,0.78945121862564,0.188
63,40.34772706493376,115.7840784642888,40.34767647,115.7842967,19.352720685706107,1.2219457626342773,False,1089,,,,,,
64,40.348335323885024,115.78396272560771,40.34818068,115.7840446,18.563519126036613,1.5890007019042969,True,1358,21.3410934405821,195.73471702354476,935.7919769287109,105,0.7908352263652119,0.42
65,40.348897873812675,115.78369465227274,40.34867915,115.7837811,25.428953474085407,1.6248087882995605,True,1572,29.556493458551284,208.501151490673,973.2823638916016,112,0.7857752701312745,0.448
66,40.34941917110118,115.78345238076061,40.34917762,115.7834946,27.12698371610649,1.26747465133667,True,1640,22.495767663263845,218.77347353906652,985.8315734863281,28,0.7780823018627933,0.112
67,40.34977438001325,115.78327764358215,40.34967037,115.7832081,12.994989576555788,1.4102027416229248,False,1281,,,,,,
68,40.35030719338135,115.78301553781448,40.35016884,115.7829446,16.53561191481464,1.7258684635162354,False,1066,,,,,,
69,40.35084000674945,115.78275343204679,40.35067304,115.7826925,19.29222707454655,1.3615570068359375,False,795,,,,,,
70,40.351372820117554,115.7824913262791,40.35117152,115.7824174,23.269884065021042,1.1862702369689941,False,709,,,,,,
71,40.35190563348566,115.78222922051143,40.35166999,115.782131,27.523583460635642,1.1868748664855957,False,574,,,,,,
72,40.35243844685376,115.78196711474374,40.35216273,115.7818445,32.40773982561584,1.3461573123931885,False,692,,,,,,
74,40.35211941298323,115.78353359289612,40.35216273,115.7837811,21.544939619546835,1.0947346687316895,False,867,,,,,,
75,40.351560425966454,115.78350388579226,40.35165853,115.7840446,47.15596855131263,0.7886385917663574,False,1070,,,,,,
76,40.350815109944094,115.78346427632043,40.35116579,115.7843311,83.2598858038538,1.1091957092285156,False,1167,,,,,,
77,40.35025612292732,115.78343456921655,40.35066731,115.7845832,107.66412995843265,1.1206409931182861,False,1197,,,,,,
78,40.35000911012066,115.7848481667879,40.35016884,115.7848582,17.801493018200304,0.9213078022003174,True,1499,9.08202784793295,335.9531882752475,1094.3354034423828,62,0.6930071098691859,0.248
79,40.3494704464757,115.78502949188572,40.34967037,115.7851447,24.30723605353704,0.6765971183776855,True,1673,27.837127620911282,299.3238409485299,954.639404296875,128,0.6864535031748535,0.512
80,40.34907151172316,115.78531716736701,40.34917762,115.7854312,15.26820835870173,0.9999091625213623,True,1537,1.8923490972780328,306.52555780819387,968.0882263183594,141,0.6833702244537041,0.564
81,40.348570769311856,115.78548444426198,40.34867342,115.7856947,21.184244706770297,0.8378152847290039,True,1223,27.224034840414227,237.20107015082385,851.8159332275391,27,0.7215348282438594,0.108
82,40.34805124849814,115.78562699837529,40.34817495,115.7859583,31.299448414020368,0.7639584541320801,True,917,40.082604723922216,242.9608689029363,863.1069183349609,42,0.7185043199843217,0.168
83,40.347558109552025,115.78580491748536,40.34767647,115.7862448,39.57705857411094,0.8944454193115234,False,935,,,,,,
84,40.347064970605906,115.78598283659544,40.347178,115.7864969,45.39165719452294,1.206552267074585,False,1016,,,,,,
85,40.34657183165979,115.7861607557055,40.34666807,115.7867605,51.99763729036467,1.1967484951019287,False,974,,,,,,
86,40.34607869271367,115.78633867481557,40.34618105,115.7870469,61.15635020497353,0.8770389556884766,False,1034,,,,,,
87,40.345585553767556,115.78651659392564,40.34568831,115.7873334,70.2351950316336,0.7539370059967041,False,972,,,,,,
88,40.34509241482144,115.78669451303571,40.34518984,115.7876084,78.28858995923638,0.8803310394287109,False,798,,,,,,
89,40.34459927587532,115.78687243214577,40.34469136,115.7878834,86.38043036567478,0.877352237701416,False,852,,,,,,
90,40.3441061369292,115.78705035125584,40.34419289,115.7881585,94.50952887927167,1.560058355331421,False,1358,,,,,,
92,40.34531673202808,115.78951763392332,40.34522994,115.7895106,9.680100319205662,1.2639799118041992,True,1254,17.627685194897435,198.5617946116098,905.7492980957031,37,0.7807762092346338,0.148
93,40.34580617308535,115.7892344613951,40.34572269,115.7892242,9.334024280341483,1.2168848514556885,False,1646,,,,,,
94,40.34629561414262,115.78895128886687,40.34622116,115.7889491,8.290315277828313,1.3680541515350342,False,1655,,,,,,
95,40.3466219081808,115.78876250718139,40.34671963,115.7886627,13.785484777063942,1.3919854164123535,False,1556,,,,,,
96,40.34711134923807,115.78847933465316,40.34721811,115.7883991,13.695989042362003,1.8084852695465088,False,1588,,,,,,
97,40.3478279100048,115.78807858525369,40.34771658,115.7881241,12.980893348273236,1.271430492401123,True,1448,28.28573725153133,182.16518150783153,913.7214202880859,29,0.8006337845834928,0.116
98,40.34834870868003,115.78778418448545,40.34821505,115.7878491,15.865455319019313,1.7504353523254395,False,1138,,,,,,
99,40.348869507355246,115.7874897837172,40.3487078,115.7875855,19.748123525537245,1.8202831745147705,False,906,,,,,,
100,40.34939030603047,115.78719538294897,40.349212,115.7873219,22.565351151593095,1.3565154075622559,False,912,,,,,,
101,40.34991110470569,115.78690098218073,40.3497162,115.7870584,25.477707704544972,1.1838340759277344,False,1032,,,,,,
102,40.350431903380915,115.78660658141249,40.35021468,115.7867719,27.95445753091733,1.3348467350006104,False,1115,,,,,,
103,40.350952702056134,115.78631218064425,40.35070169,115.7864854,31.571511625119307,1.7242419719696045,False,1179,,,,,,
104,40.35129990117295,115.78611591346542,40.35120589,115.7862104,13.182653691808678,1.7149441242218018,False,1175,,,,,,
105,40.351820699848176,115.78582151269718,40.3517101,115.7859698,17.602751682896848,1.3539037704467773,False,949,,,,,,
106,40.352341498523394,115.78552711192894,40.3522143,115.7856947,20.066200711738507,1.6879701614379883,False,767,,,,,,
107,40.35286229719862,115.7852327111607,40.35270131,115.7854083,23.30413116128159,1.689474105834961,False,707,,,,,,
108,40.35338309587384,115.78493831039246,40.35320552,115.7851333,25.776518803326244,1.708268165588379,False,599,,,,,,
110,40.35314016666368,115.78683319921522,40.35319406,115.7870698,20.950470529776936,0.7449514865875244,False,933,,,,,,
111,40.35257634332735,115.78683719843043,40.35268985,115.7873219,43.019348703176725,0.7495167255401611,False,896,,,,,,
112,40.35201251999103,115.78684119764566,40.35219711,115.7876084,68.25564305229433,0.7650363445281982,False,1152,,,,,,
113,40.3514486966547,115.78684519686088,40.35169864,115.7878834,92.3707860490668,0.7819585800170898,False,1330,,,,,,
114,40.35069693220627,115.78685052914784,40.35120016,115.7881585,124.30599378945898,1.4576005935668945,False,1581,,,,,,
115,40.35013310886995,115.78685452836307,40.35070169,115.7884106,146.4053099762159,1.5293092727661133,False,1441,,,,,,
116,40.34956928553362,115.78685852757827,40.35019749,115.7886741,169.1638251545054,0.9360523223876953,False,1229,,,,,,
117,40.3490054621973,115.7868625267935,40.34970474,115.7889606,194.27677808072877,1.4177615642547607,False,1298,,,,,,
118,40.348441638860976,115.78686652600872,40.34920627,115.7892356,218.27192614885814,1.3631954193115234,False,1535,,,,,,
119,40.34787781552465,115.78687052522393,40.3487078,115.7895106,242.29090285756453,1.380089282989502,False,1638,,,,,,
120,40.347313992188326,115.78687452443916,40.34820932,115.7897971,267.23185308291295,1.3705077171325684,False,1646,,,,,,
121,40.346750168852004,115.78687852365438,40.34771085,115.7900492,289.4773054465825,1.402660846710205,False,1861,,,,,,
122,40.345998404403566,115.78688385594134,40.34721238,115.7903242,321.6442824217142,1.3937561511993408,False,2089,,,,,,
123,40.345434581067245,115.78688785515656,40.34670818,115.7905878,344.4342251090109,1.4404563903808594,False,2224,,,,,,
124,40.344870757730924,115.78689185437177,40.3462097,115.7908628,368.39275846476994,2.5753109455108643,False,1957,,,,,,
125,40.345558530099005,115.79098535509833,40.3457055,115.7911149,19.70948710236809,1.6547000408172607,True,1993,10.81278445950723,302.6141267639939,940.3060607910156,57,0.6781748630765762,0.228
126,40.345045436305035,115.79124686887394,40.34521276,115.7914014,22.777768991255677,0.7967050075531006,True,1865,26.124854882331018,303.5962982240372,936.4263916015625,84,0.6757926720702533,0.336
128,40.34619037769733,115.79265573285106,40.34626127,115.7927536,11.455098493929892,1.7371411323547363,False,2486,,,,,,
129,40.346617965394664,115.7922713657021,40.34675401,115.7924671,22.474761066460403,1.7295951843261719,False,2394,,,,,,
130,40.347045553092,115.79188699855317,40.34725249,115.7921921,34.650874572366355,1.7786197662353516,False,2185,,,,,,
131,40.34747314078933,115.79150263140423,40.34775096,115.79194,48.304608972369266,1.7577064037322998,False,1910,,,,,,
132,40.347900728486664,115.79111826425527,40.34824943,115.791665,60.48425200062873,1.7133169174194336,False,1882,,,,,,
133,40.348328316183995,115.79073389710634,40.34874791,115.7913899,72.65827197489372,2.0766358375549316,False,1933,,,,,,
134,40.34875590388133,115.7903495299574,40.34924638,115.7911035,84.10022041493168,2.0689334869384766,False,1653,,,,,,
135,40.349183491578664,115.78996516280844,40.34974485,115.7908285,96.28032328054886,1.747265100479126,False,1519,,,,,,
