image_num,estimated_lat,estimated_lon,actual_lat,actual_lon,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error_meters,length_std,length_mean,inlier_count,length_confidence,inlier_confidence
2,29.798993097376727,116.0407180576746,29.79886037,116.0407183,14.775230131027302,2.1945748329162598,True,2314,25.951040106412208,313.9424013549644,1267.944808959961,35,0.7524005783718004,0.14
3,29.79822401071079,116.04077050398206,29.7981499,116.0407068,10.293360120689254,2.0804977416992188,True,2463,9.437589906810883,313.71675977504754,1204.863265991211,96,0.7396245958939078,0.384
4,29.79755953328682,116.04091271983329,29.79743943,116.0407183,23.0581353605644,2.156440019607544,True,2474,31.18194542106365,312.7614449122773,1210.6959381103516,135,0.7416680480481055,0.54
5,29.79679285503681,116.04079669179427,29.79672324,116.0407068,11.640533730370992,2.267608404159546,True,3462,2.8969693974969597,321.52175939699646,1202.7262725830078,111,0.7326725401063306,0.444
6,29.796093329590406,116.04079502598111,29.79601277,116.0407068,12.3733318304267,2.055443286895752,True,4311,15.048178774736028,301.5965252760022,1154.5097198486328,91,0.7387665776295549,0.364
7,29.79532444034894,116.04079731286691,29.79529657,116.0407068,9.279998842395647,2.3533124923706055,True,5016,9.671304637658128,308.903364651852,1184.724624633789,550,0.7392614636102991,1.0
8,29.794653369873366,116.0407602048612,29.7945861,116.0407068,9.09432464005937,2.0672359466552734,True,4953,13.061881407239003,302.8695600650833,1180.1153717041016,532,0.7433559740623192,1.0
9,29.793931796553345,116.04091970319112,29.79387564,116.0407297,19.394591136261354,2.3696751594543457,True,4074,43.647128200854866,307.9729728047127,1195.4810943603516,183,0.7423857439004544,0.732
10,29.793113022745885,116.04087654280117,29.79315944,116.0407068,17.196456075304003,2.146713972091675,True,3266,23.698531316498133,305.43484247322453,1192.4014892578125,199,0.7438489927890508,0.796
11,29.79244245477745,116.04085792553776,29.79244897,116.0407068,14.62084714898755,2.3403067588806152,True,2946,19.535577897826098,297.8163654972612,1169.9786224365234,127,0.7454514469016129,0.508
12,29.791719181774482,116.0408559220698,29.7917385,116.0406953,15.668749041905317,2.5531766414642334,False,2314,,,,,,
13,29.791040550173793,116.04067946244277,29.79102231,116.0406953,2.542607831695092,2.211129903793335,True,2611,25.227281849057515,275.1658443925658,1125.9437866210938,41,0.755613159677957,0.164
14,29.790372528996116,116.04073853237237,29.79030611,116.0406953,8.492267833803611,2.168959379196167,True,3904,13.357258667888884,297.7613667133932,1197.519760131836,154,0.751351604686162,0.616
15,29.78952227157126,116.0406455471113,29.78959564,116.0406953,9.47723096193541,2.1852903366088867,True,5023,10.097877517183347,303.3671876365514,1175.43505859375,204,0.7419107202745088,0.816
16,29.78890579160194,116.04069655979656,29.78888517,116.0406953,2.2988220244181914,2.289787769317627,True,5646,6.695211969064154,305.48471729501955,1180.2923431396484,660,0.7411787689121054,1.0
17,29.788097280961804,116.04080090924407,29.78816898,116.0406953,12.955365438598228,2.5224225521087646,True,4904,20.520011158524444,306.22039534741725,1187.8784942626953,442,0.7422123585649345,1.0
18,29.787384964403593,116.0407719688096,29.78745851,116.0406953,11.041349857494357,2.7144546508789062,True,4218,6.97114753179263,299.8133496400996,1191.4948425292969,185,0.7483720961782278,0.74
19,29.786818085308937,116.04076119222148,29.78674804,116.0406953,10.066708937980723,2.3316280841827393,True,3497,12.161504700405692,310.6195366452569,1190.215347290039,72,0.7390224068673825,0.288
20,29.78608941010173,116.04063216265423,29.78603184,116.0406839,8.127968121669687,2.1612629890441895,True,4162,31.131429956853538,301.9717709292943,1213.2725067138672,38,0.7511096894899721,0.152
21,29.785310480174598,116.04074282048758,29.78532138,116.0407068,3.685996381759647,2.3076443672180176,True,4534,26.42394065563212,312.868442647369,1198.4334564208984,115,0.738935490351091,0.46
