image_num,estimated_lat,estimated_lon,actual_lat,actual_lon,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error_meters,length_std,length_mean,inlier_count,length_confidence,inlier_confidence
2,32.15627616678447,119.92868511402361,32.15654578,119.9287182,30.174719115673017,2.2140841484069824,True,2957,46.618202621638126,485.74605010685696,1729.5687866210938,124,0.7191519332076892,0.496
3,32.157303592618945,119.92920752278198,32.15754273,119.9285463,67.73475665170653,2.6939032077789307,True,3767,79.45958284267633,454.62422176159055,1696.0948181152344,156,0.7319582508560538,0.624
4,32.15848787653618,119.92956449287115,32.15851676,119.9282827,120.78206191492897,3.0041768550872803,False,3772,,,,,,
5,32.1596101541134,119.9284570714306,32.15950225,119.9280765,37.80708602959256,3.0246729850769043,True,3591,18.434852774962437,460.0650822906622,1671.9203491210938,187,0.7248283493095157,0.748
6,32.16077844460344,119.92820690489393,32.16048773,119.9278817,44.56113265473739,2.4541807174682617,True,3182,37.555505327043875,460.50413084187176,1687.0012512207031,94,0.7270279850067367,0.376
7,32.16161793286164,119.92772343513371,32.16147322,119.9276525,17.440185701079862,2.419605255126953,True,2663,23.702772282968777,454.7086828493396,1685.7054443359375,109,0.7302561462459616,0.436
8,32.16266669191068,119.92748388665896,32.16245871,119.9274577,23.283574729520733,2.1338164806365967,True,2373,10.694797271090367,441.92275465473006,1664.8092346191406,53,0.7345505145784292,0.212
9,32.163738629386636,119.92734828381661,32.1634442,119.9272743,33.50857407259964,2.343014717102051,True,2865,30.73471611936717,476.9413800237906,1691.5599670410156,103,0.7180464250060925,0.412
10,32.164686803934394,119.92686261471324,32.16442395,119.9270108,32.419705154418274,2.349904775619507,True,3860,31.35339954762145,469.579478946103,1697.3945617675781,194,0.7233527846011787,0.776
11,32.16571259618728,119.92657908424809,32.16540944,119.9268274,41.06077625940801,2.612529993057251,True,4692,34.30706122710116,468.0093587110619,1693.9190979003906,177,0.7237120950515532,0.708
12,32.166639397734095,119.92627845293899,32.16639493,119.9266212,42.224973091865834,2.5649311542510986,True,4291,31.523428810173105,456.6576170913466,1673.5797729492188,141,0.7271372273539046,0.564
13,32.16760629422109,119.92591440927595,32.16738042,119.9264034,52.476966508325035,2.542173147201538,True,3722,53.529830869184366,459.8910026163002,1687.7205810546875,140,0.7275076172094164,0.56
14,32.168411989337514,119.9259240783553,32.1683659,119.9261972,26.23347102401378,2.6509287357330322,True,3602,6.612067521617626,446.6924087016766,1687.5997619628906,133,0.7353090354894829,0.532
15,32.1694875651162,119.92589552991818,32.16935139,119.9259909,17.620951929096965,2.5701146125793457,True,3425,19.85422545843563,451.045424498242,1677.3541564941406,173,0.7310970836111452,0.692
16,32.17042391122055,119.92566436564171,32.17033688,119.9257732,14.10536023801538,2.511089563369751,True,3012,20.12405329401456,459.09068931556976,1676.5758361816406,144,0.726173621611333,0.576
17,32.17125963531793,119.92550497215403,32.17132237,119.9255669,9.099382749646564,2.123673439025879,True,2161,8.447120667122487,458.87640353329454,1676.8090209960938,113,0.7263394949648452,0.452
18,32.17228970844017,119.92521284775003,32.17230785,119.9253607,14.072692942574154,2.280168056488037,True,2282,30.202980037788254,469.0652174869141,1677.4928588867188,66,0.720377219490393,0.264
19,32.1733675097121,119.92515276060097,32.17328761,119.9251429,8.942801982953126,2.2626383304595947,True,2667,17.5516032768395,479.7704465450918,1699.9417419433594,179,0.7177724184849875,0.716
20,32.174396615517836,119.92486867240817,32.17427883,119.9249367,14.593926278342375,2.1644492149353027,True,3427,21.947501011173802,467.9117906468355,1687.2613220214844,158,0.7226797150270493,0.632
21,32.17524181727857,119.92454914295433,32.17525859,119.9247304,17.175407452865816,2.1587917804718018,True,3375,47.870622329796284,470.7357794082313,1706.831298828125,142,0.7242048585988383,0.568
22,32.1760488280237,119.92423751989715,32.1762498,119.9245127,34.24034146317993,2.5875144004821777,True,2849,71.67187002853456,472.19413259631415,1715.4945678710938,125,0.7247475209540879,0.5
23,32.17695735598537,119.92419354358205,32.17722956,119.9243293,32.88951671580803,2.1541874408721924,True,2285,55.95691047014464,477.59637783848046,1717.654541015625,70,0.7219485254840101,0.28
24,32.17794848352944,119.92394309839223,32.17821505,119.9241116,33.65235271579727,2.20054030418396,True,1826,52.70578685351064,455.2812764551121,1685.8594665527344,60,0.7299411454585377,0.24
25,32.17905494788945,119.92378899918468,32.17919481,119.9238595,16.926573590688236,2.789761781692505,True,1692,15.240402279216713,468.45017753934843,1695.0812683105469,44,0.7236414641014568,0.176
26,32.18000982455155,119.9237229649522,32.18018602,119.9236876,19.89495103717317,2.1079699993133545,True,1751,13.868407924661268,474.03125111680123,1669.1459045410156,101,0.716003705950948,0.404
27,32.18110566205087,119.9235794102807,32.18117151,119.9234699,12.654602160579243,2.1146090030670166,True,1588,14.470173377892369,462.95616267322737,1496.5998840332031,36,0.6906613667337713,0.144
28,32.18215710914203,119.92342554642076,32.18215127,119.9232407,17.423849689844683,2.361818313598633,False,1816,,,,,,
