image_num,estimated_lat,estimated_lon,actual_lat,actual_lon,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error_meters,length_std,length_mean,inlier_count,length_confidence,inlier_confidence
216,30.94024301773494,120.14476200183027,30.94028244,120.1446087,15.283096924215954,2.3686938285827637,True,1868,18.26558761856882,210.63078388225696,1630.9433898925781,197,0.8708534059565795,0.788
217,30.939764445262625,120.14565814167432,30.94011628,120.14564,39.204539271569466,2.1224169731140137,True,2066,47.36229903413595,186.79206130697716,1615.6585388183594,121,0.8843864239757053,0.484
218,30.939819905005685,120.14659706933948,30.93996731,120.1466713,17.874782147486073,2.063359498977661,True,1588,20.868708287073463,236.5681562397402,1689.6375732421875,101,0.8599888165449602,0.404
219,30.93961251982942,120.14764204014823,30.93980688,120.1477027,22.398195726570545,2.2431938648223877,False,1561,,,,,,
220,30.940115691553807,120.14891095892781,30.93968083,120.148734,51.2735151315282,2.013683557510376,True,1133,85.57253078680192,353.8097640024277,1865.5449523925781,58,0.81034508787973,0.232
221,30.939691810209958,120.14995951785333,30.93950321,120.1497653,28.013749119551903,1.9770946502685547,True,1301,23.95375003184683,223.5812735093763,1625.7215576171875,45,0.8624725910400804,0.18
222,30.939584653058905,120.1510410086632,30.93933706,120.1507852,36.829464233263195,2.181926965713501,False,1428,,,,,,
223,30.93947749590785,120.15212249947307,30.93919955,120.151828,41.81206303254314,1.9966907501220703,False,1327,,,,,,
224,30.939370338756795,120.15320399028293,30.93902193,120.1528478,51.58712308795737,2.572600841522217,False,1503,,,,,,
225,30.939289970893505,120.15401510839033,30.93889588,120.1538906,45.452866781963884,2.557286024093628,False,1227,,,,,,
226,30.939182813742452,120.15509659920019,30.93872972,120.1549105,53.47762052096923,2.626924514770508,False,1371,,,,,,
227,30.93850932044453,120.15605481671685,30.93855783,120.1559418,12.068070158778612,2.5486178398132324,True,1316,14.291554739130605,189.61841576146873,1601.3736572265625,80,0.8815901492410765,0.32
228,30.938231088422107,120.15700949372874,30.9383974,120.1569731,18.837180554695728,2.5252466201782227,True,1365,25.750107372874375,179.57709438472867,1566.3869934082031,58,0.8853558570516484,0.232
229,30.937846888188663,120.15795433376704,30.93824844,120.1580044,44.955703282769974,2.0242857933044434,True,1292,70.03917891005928,257.53554627743733,1472.9261779785156,41,0.825153799200659,0.164
230,30.93758279487508,120.15898079022396,30.93811093,120.1590358,59.02622191648773,2.029038429260254,False,1629,,,,,,
231,30.93733864773466,120.16008246242669,30.93795623,120.1600671,68.76490828986425,2.188854932785034,True,1853,68.59214656169172,231.97058639409892,1504.5420532226562,136,0.8458198055034559,0.544
232,30.937433663483088,120.16091740149199,30.93779007,120.1610984,43.276648460602665,2.0632970333099365,True,1854,24.92515816860714,222.4087224933573,1643.4420471191406,195,0.8646689593446711,0.78
233,30.9373491621082,120.1620153558806,30.93762391,120.1621297,32.475650071746415,1.980140209197998,True,1836,12.474345751377713,151.0225305074016,1577.8378601074219,70,0.9042851396041924,0.28
234,30.937381840702276,120.16312121617165,30.93747494,120.1631496,10.712396470079003,1.9977774620056152,True,1665,24.505393057771975,286.46157445855505,1740.1871337890625,43,0.835384615311563,0.172
235,30.93728887229737,120.16418977449024,30.93730878,120.1641924,2.2302630736509084,2.3889429569244385,False,1631,,,,,,
236,30.93721914599369,120.16499119322918,30.93718273,120.1652122,21.49072488516979,2.3186888694763184,False,1540,,,,,,
237,30.937126177588784,120.16605975154778,30.93702804,120.166255,21.609951327965113,2.6789655685424805,False,1486,,,,,,
238,30.936648753554326,120.1671731865459,30.93686761,120.1672749,26.2279311412019,2.287294387817383,True,1723,36.9240556750599,165.39468163530105,1544.3516845703125,52,0.8929034861115076,0.208
239,30.936660542856547,120.16829706678539,30.93670718,120.1683177,5.552972709299986,2.4936623573303223,True,1940,12.796212585739825,228.97752625021977,1645.0967102050781,57,0.8608121183211925,0.228
240,30.936324738900876,120.16929611428084,30.93653529,120.1693375,23.769406756013176,2.1371889114379883,True,2448,43.31999889217945,198.6759373802936,1604.3698425292969,98,0.876165749247019,0.392
241,30.93621340995052,120.17028904504971,30.93637486,120.1703574,19.121285418815052,2.3283321857452393,True,2198,21.07460392096246,206.70735822952278,1617.3089904785156,186,0.8721905588564347,0.744
242,30.936042293574776,120.17138166216654,30.93621444,120.1714002,19.244932421056617,2.021699905395508,True,2034,18.17483142478611,209.97727583128955,1614.2702026367188,194,0.8699243314481575,0.776
243,30.93588747509128,120.17247247436117,30.93606547,120.1724201,20.435870284680288,2.13094425201416,True,1854,15.292472985557145,203.5926878434361,1628.0635681152344,79,0.8749479493118749,0.316
244,30.9357588018925,120.17329156229904,30.93592223,120.1734628,24.461699028403025,2.1652450561523438,False,1648,,,,,,
245,30.935587237627463,120.17438367954955,30.9357618,120.1744827,21.610825094754038,2.2366833686828613,False,1967,,,,,,
246,30.935415673362424,120.17547579680004,30.93561283,120.1755255,22.454840611135335,2.0375125408172607,False,1881,,,,,,
247,30.935244109097383,120.17656791405055,30.93545813,120.1765454,23.921617446516247,2.629368782043457,False,1848,,,,,,
248,30.935115435898606,120.17738700198842,30.93530343,120.1775767,27.67882890275452,2.2194480895996094,False,1834,,,,,,
249,30.935162749197882,120.17857862468348,30.935143,120.178608,3.564035913071793,2.465832233428955,True,1854,6.085541762793794,216.5699695637866,1635.9519348144531,55,0.8676183786607706,0.22
250,30.934837138597356,120.17974760074792,30.93497685,120.1796393,18.677395997601337,2.0542054176330566,True,1921,41.88421424512856,168.94283751242347,1560.3514709472656,10,0.891727703239924,0.04
251,30.9349125853592,120.18078096085691,30.93481642,120.1806706,15.02222109409767,2.0476126670837402,True,1927,42.146345987037925,322.51199983043836,1739.6726684570312,48,0.8146134007402185,0.192
252,30.9345050211177,120.18179989029247,30.93466745,120.181702,20.355058084492796,2.2527554035186768,True,2312,58.46081765914947,204.55470225664394,1606.9151916503906,17,0.8727034859589852,0.068
253,30.934357438320642,120.18261516214432,30.93451848,120.1827218,20.6175447291968,2.553870677947998,False,2144,,,,,,
254,30.93416066125789,120.18370219128012,30.93436378,120.1837646,23.383397008336306,2.08624529838562,False,2159,,,,,,
255,30.93390218837737,120.1847424684199,30.93420335,120.1847845,33.764729930883995,2.455289602279663,True,1968,36.77705303797137,192.08208077777456,1616.125732421875,33,0.8811465736085233,0.132
256,30.933536102549034,120.18583798964418,30.93404293,120.1858273,56.42926571635822,1.9813778400421143,True,1989,69.47250599267433,244.78238730316758,1606.9114990234375,76,0.8476690300293898,0.304
257,30.933750637916408,120.18693863471957,30.93389396,120.1868471,18.1921912565214,2.0386648178100586,True,2008,30.149101676605408,282.64808454324356,1715.6166076660156,108,0.8352498551947641,0.432
258,30.9333068239719,120.18798451629984,30.93373353,120.1878785,48.56780499762742,2.0589406490325928,True,2024,83.73355221911157,214.05336346115283,1621.7549743652344,95,0.8680112798513631,0.38
259,30.933253826118037,120.18912243621217,30.93357883,120.1889098,41.4881656511288,2.0848259925842285,True,1778,33.81767050788128,195.79524795227059,1634.29443359375,96,0.8801958545978007,0.384
260,30.933263762491347,120.1899648686423,30.93342413,120.1899411,17.995825675904992,1.9836452007293701,True,1671,6.35748559612648,205.2454627203674,1667.7272033691406,85,0.876931033861095,0.34
261,30.933135001699252,120.19106009507614,30.9332637,120.1909724,16.594717746949687,2.24833607673645,False,1627,,,,,,
262,30.933004173352312,120.1921378172887,30.93311473,120.1920038,17.755359647780306,2.2090251445770264,True,1271,15.477550470261304,171.31159949958385,1553.0487365722656,74,0.88969335252306,0.296
263,30.932868181033204,120.19325279687726,30.93296004,120.1930351,23.167689967481188,2.473242998123169,True,1006,28.335492440345725,195.87562425641076,1605.1235046386719,27,0.8779685029280634,0.108
264,30.932735328116486,120.19434836856773,30.93281107,120.1940664,28.215679927519428,2.1089887619018555,False,935,,,,,,
265,30.93260247519977,120.1954439402582,30.93265637,120.1950977,33.60393801155993,2.456270933151245,False,818,,,,,,
266,30.93246962228305,120.19653951194867,30.93250167,120.1961291,39.35410443141421,2.488321304321289,False,932,,,,,,
267,30.93233676936633,120.19763508363914,30.93234124,120.1971489,46.43051074028647,2.1028568744659424,False,1420,,,,,,
268,30.93230281791517,120.1984313839091,30.93217508,120.1981917,26.945965026429416,2.3101866245269775,True,1741,18.76893459204422,232.79390280024342,1678.2706298828125,70,0.8612894138435239,0.28
269,30.932183270623035,120.19949285417725,30.93203184,120.1992116,31.71010641156848,2.4276058673858643,False,2007,,,,,,
270,30.9320637233309,120.2005543244454,30.93186569,120.2002543,36.15032692729115,2.0959863662719727,False,2400,,,,,,
271,30.9318055466977,120.20141939386342,30.93171099,120.2012742,17.408095642993842,2.4061594009399414,True,2209,21.106283294928524,198.84060343903764,1602.8526916503906,38,0.8759458030829397,0.152
272,30.931651620012683,120.202486192732,30.93155056,120.2023055,20.598613442151265,2.051879644393921,False,2428,,,,,,
