drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,time_s
01_0002.JPG,6284,sat_tile_y4036_x1009,1388,6,218,0.597,2.014,"(0.983,0.827,0.977,0.970)",0.872,0.660,1593.26086426,5185.31921387,159.787,1601.36881716,5174.23292488,164.397,9.6419,-9.7238,11.7435,-6.4136,13.6937,18.3878,13.3807,0.5462
01_0003.JPG,5672,sat_tile_y5045_x0,99,4,15,0.328,1.906,"(0.991,0.809,0.979,0.982)",0.862,0.595,1598.45751953,5436.97665405,161.000,1634.88617743,5486.29128825,169.431,12.0906,-5.7758,21.5332,-20.5005,13.3994,48.2135,29.7313,0.3825
01_0004.JPG,4213,sat_tile_y5045_x0,71,4,15,0.302,1.845,"(0.967,0.841,0.966,0.961)",0.878,0.590,1571.04028320,5725.07189941,161.945,1615.34178066,5741.09074751,174.905,6.0953,-12.7076,17.5786,-17.4906,14.0938,39.4244,24.7978,0.3470
01_0005.JPG,3072,sat_tile_y6054_x0,22,6,8,0.189,1.513,"(0.001,0.941,0.002,0.353)",0.130,0.160,N/A,N/A,N/A,1645.85802553,6083.35207185,174.905,N/A,N/A,25.4889,-39.9579,N/A,47.3953,47.3953,0.3535
01_0006.JPG,2513,sat_tile_y5045_x1009,6,4,4,0.290,0.000,"(0.177,0.827,0.001,0.000)",0.100,0.195,N/A,N/A,N/A,1668.74520919,6340.04806511,174.905,N/A,N/A,25.8842,-37.5154,N/A,45.5785,45.5785,0.2811
01_0007.JPG,2570,sat_tile_y5045_x1009,19,4,5,0.129,0.000,"(0.000,0.066,0.000,0.000)",0.007,0.068,N/A,N/A,N/A,1699.26145406,6682.30938945,174.905,N/A,N/A,39.3322,-60.6205,N/A,72.2625,72.2625,0.2633
01_0008.JPG,2616,sat_tile_y6054_x1009,334,6,40,0.463,1.723,"(0.995,0.812,0.992,0.974)",0.865,0.664,1493.14312744,6733.34741211,162.115,1520.64284271,6786.13677845,-178.448,-12.9949,3.8676,-5.8666,-11.8946,13.5583,73.8961,13.2627,0.3754
01_0009.JPG,3196,sat_tile_y6054_x0,480,6,61,0.498,1.818,"(0.950,0.826,0.974,0.961)",0.867,0.682,1699.49365234,6945.91632080,157.014,1625.42259666,7013.11947532,176.586,33.8552,20.1248,14.6547,0.0588,39.3850,28.7444,14.6548,0.4378
01_0010.JPG,4368,sat_tile_y6054_x0,716,4,99,0.664,1.794,"(0.942,0.810,0.951,0.967)",0.853,0.696,1642.70751953,7288.44653320,165.715,1638.76535095,7258.74611563,177.281,22.4599,-3.0617,21.4381,5.8064,22.6677,24.9557,22.2105,0.4089
01_0011.JPG,4422,sat_tile_y7063_x1009,1012,4,126,0.614,2.108,"(0.996,0.814,0.987,0.980)",0.866,0.658,1485.32522583,7607.09204102,161.295,1586.75438211,7527.83504711,-179.860,-11.6972,-19.1154,14.5953,4.5496,22.4104,35.5122,15.2880,0.4055
01_0012.JPG,4881,sat_tile_y6054_x1009,868,4,102,0.604,1.814,"(0.951,0.849,0.970,0.977)",0.884,0.683,1629.61749268,7839.25451660,157.581,1606.71032187,7837.03541375,178.614,21.2802,-8.7086,15.3421,-8.0461,22.9932,12.6011,17.3240,0.4641
01_0013.JPG,5008,sat_tile_y7063_x0,943,6,81,0.647,1.959,"(0.944,0.861,0.965,0.971)",0.891,0.692,1704.68518066,8082.07733154,162.917,1648.58257859,8072.98363170,177.131,35.2019,-2.1227,20.6588,0.5925,35.2659,11.4328,20.6673,0.4652
01_0014.JPG,4995,sat_tile_y8072_x0,973,4,92,0.679,1.998,"(0.951,0.839,0.948,0.962)",0.873,0.695,1502.98620605,8428.16531372,161.677,1598.34339278,8346.41315119,-179.746,-11.5457,-26.3715,13.1734,-1.9614,28.7882,31.0324,13.3187,0.4043
01_0015.JPG,5617,sat_tile_y7063_x0,951,4,92,0.551,1.799,"(0.989,0.805,0.993,0.981)",0.860,0.653,1570.71899414,8651.88476562,159.171,1588.38980454,8659.40788972,-179.682,10.4389,-14.0816,15.0197,-16.3279,17.5289,24.4812,22.1854,0.4465
01_0016.JPG,5916,sat_tile_y7063_x0,748,4,72,0.564,1.713,"(0.825,0.769,0.903,0.985)",0.810,0.687,1622.44970703,8914.34643555,153.344,1606.05360312,8902.28153267,178.441,18.3113,-12.7218,14.0609,-9.1193,22.2968,11.7198,16.7592,0.4545
01_0017.JPG,5707,sat_tile_y9081_x1009,421,4,67,0.697,1.925,"(0.908,0.807,0.946,0.974)",0.848,0.772,1699.95343018,9128.68007660,160.941,1655.25529389,9181.66565204,176.862,36.1896,2.3706,24.6024,-13.4502,36.2671,28.3732,28.0390,0.4125
01_0018.JPG,3761,sat_tile_y8072_x1009,632,4,91,0.728,1.741,"(0.891,0.815,0.859,0.963)",0.842,0.722,1569.23486328,9487.78820801,160.910,1629.03950023,9438.74204695,178.840,6.7297,-25.7658,22.2331,-11.1213,26.6302,32.5539,24.8595,0.3444
01_0019.JPG,2855,sat_tile_y9081_x1009,379,4,37,0.657,1.869,"(0.973,0.899,0.968,0.980)",0.921,0.789,1525.48229980,9740.06646729,162.303,1583.27008772,9748.20897148,-178.621,-4.6125,-21.3653,10.3682,-23.7966,21.8575,34.8055,25.9572,0.3197
01_0020.JPG,2063,sat_tile_y9081_x1009,144,4,16,0.374,1.580,"(0.822,0.884,0.795,0.951)",0.822,0.598,1631.91369629,10022.64349365,157.241,1595.19367664,9992.70358923,-179.859,20.7652,-26.0116,11.2460,-17.0720,33.2836,15.7405,20.4432,0.2897
01_0021.JPG,1974,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1594.41955560,10307.89819814,-179.859,N/A,N/A,9.9436,-32.0953,N/A,33.6003,33.6003,0.2199
01_0022.JPG,1507,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1593.83896483,10544.29415482,-179.859,N/A,N/A,12.0065,-23.5915,N/A,26.4710,26.4710,0.2143
01_0023.JPG,987,sat_tile_y9081_x1009,22,4,5,0.221,0.041,"(0.000,0.778,0.000,0.000)",0.078,0.150,N/A,N/A,N/A,1593.25837405,10780.69011150,-179.859,N/A,N/A,12.9579,-14.4488,N/A,19.4081,19.4081,0.1915
01_0024.JPG,799,sat_tile_y10090_x0,49,6,11,0.359,1.408,"(0.028,0.539,0.033,0.001)",0.060,0.210,N/A,N/A,N/A,1592.67778327,11017.08606818,-179.859,N/A,N/A,12.8074,-5.9439,N/A,14.1195,14.1195,0.2374
