drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,time_s
02_0002.JPG,2379,sat_tile_y6156_x1026,247,4,41,0.443,2.127,"(0.911,0.811,0.871,0.928)",0.839,0.641,2596.53454590,6868.98834229,165.790,2607.08316195,6876.42904714,168.453,1.4606,10.2296,4.1938,8.0080,10.3334,12.9195,9.0397,0.3520
02_0003.JPG,2552,sat_tile_y7182_x1026,265,6,36,0.591,2.104,"(0.872,0.978,0.824,0.898)",0.852,0.722,2621.86315918,7129.98200226,171.875,2630.95914412,7132.91313215,172.080,9.1343,11.3921,11.4911,10.5170,14.6019,21.5163,15.5773,0.4188
02_0004.JPG,2566,sat_tile_y7182_x2052,291,4,51,0.619,1.866,"(0.971,0.830,0.988,0.966)",0.874,0.746,2668.95373535,7369.49592590,164.585,2669.84206483,7378.81823484,171.065,20.2249,18.9680,20.4551,16.1846,27.7278,23.2766,26.0835,0.3638
02_0005.JPG,3575,sat_tile_y7182_x1026,985,4,170,0.542,2.049,"(0.997,0.808,0.988,0.975)",0.861,0.631,2571.20214844,7702.23260498,169.545,2634.35753540,7666.36782407,177.826,-3.9922,-0.6536,12.3718,10.0548,4.0454,37.6994,15.9424,0.4585
02_0006.JPG,4385,sat_tile_y7182_x1026,1378,4,275,0.781,2.026,"(0.993,0.818,0.986,0.976)",0.868,0.731,2633.69714355,7935.60662842,161.686,2639.49221357,7933.03342061,177.286,12.2008,8.7555,13.7024,9.5238,15.0173,18.2403,16.6870,0.4297
02_0007.JPG,5085,sat_tile_y7182_x2052,1700,6,385,0.818,1.945,"(0.985,0.838,0.970,0.980)",0.880,0.757,2615.58764648,8228.56384277,167.847,2630.76534159,8213.79252906,178.898,7.5085,1.0122,11.4412,5.4226,7.5764,19.8702,12.6612,0.5433
02_0008.JPG,5016,sat_tile_y7182_x2052,1651,4,409,0.864,1.963,"(0.992,0.821,0.988,0.982)",0.871,0.770,2598.91101074,8454.41687012,162.804,2617.86307566,8468.33406373,179.156,3.1874,12.6669,8.0982,8.5116,13.0618,13.5362,11.7485,0.4352
02_0009.JPG,4099,sat_tile_y8208_x2052,1404,4,324,0.802,1.946,"(0.916,0.803,0.958,0.973)",0.847,0.737,2726.30731201,8740.17468262,165.445,2670.68412023,8736.05663519,176.508,33.9855,6.4343,19.5727,7.6639,34.5892,10.9760,21.0196,0.4309
02_0010.JPG,3311,sat_tile_y7182_x1026,717,4,135,0.775,1.805,"(0.952,0.868,0.937,0.981)",0.894,0.756,2609.66418457,9086.87854004,166.697,2649.30331087,9039.16824603,178.793,5.9738,-17.3565,16.2450,-3.1113,18.3558,27.2338,16.5402,0.4045
02_0011.JPG,3014,sat_tile_y8208_x1026,873,4,140,0.763,2.047,"(0.968,0.843,0.956,0.976)",0.880,0.727,2607.05004883,9245.31335449,167.882,2633.22124187,9285.46294597,-179.892,5.2965,14.4278,12.0779,2.4400,15.3692,18.5791,12.3219,0.3440
