drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,time_s
10_0002.JPG,783,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,197.14175956,1881.52911589,-168.490,N/A,N/A,-30.9307,-5.3625,N/A,31.3921,31.3921,0.1858
10_0003.JPG,797,sat_tile_y965_x0,17,2,4,0.183,0.000,"(0.000,0.169,0.000,0.000)",0.017,0.100,N/A,N/A,N/A,141.22703844,2156.10606015,-168.490,N/A,N/A,-66.0103,-31.2205,N/A,73.0211,73.0211,0.1072
10_0004.JPG,938,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.29099761,2362.03876834,-168.490,N/A,N/A,-100.8361,-37.8587,N/A,107.7089,107.7089,0.1125
10_0005.JPG,889,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.35495677,2567.97147654,-168.490,N/A,N/A,-133.7112,-43.8591,N/A,140.7207,140.7207,0.1016
10_0006.JPG,925,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.41891593,2773.90418473,-168.490,N/A,N/A,-165.6112,-49.8583,N/A,172.9535,172.9535,0.1268
10_0007.JPG,861,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-26.51712490,2979.83689292,-168.490,N/A,N/A,-196.5445,-55.8587,N/A,204.3280,204.3280,0.1507
10_0008.JPG,882,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-68.45316574,3185.76960112,-168.490,N/A,N/A,-229.4296,-61.8590,N/A,237.6225,237.6225,0.1431
10_0009.JPG,939,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-124.36788686,3460.34654538,-168.490,N/A,N/A,-265.4883,-88.3549,N/A,279.8046,279.8046,0.1241
10_0010.JPG,959,sat_tile_y3147_x0,27,3,5,0.160,0.000,"(0.000,0.023,0.000,0.008)",0.003,0.082,N/A,N/A,N/A,-166.30392769,3666.27925357,-168.490,N/A,N/A,-298.3660,-93.7174,N/A,312.7383,312.7383,0.1438
10_0011.JPG,963,sat_tile_y3147_x0,28,3,6,0.157,0.000,"(0.175,0.130,0.009,0.932)",0.130,0.144,N/A,N/A,N/A,-208.23996853,3872.21196177,-168.490,N/A,N/A,-331.2443,-99.7178,N/A,345.9283,345.9283,0.1434
10_0012.JPG,1020,sat_tile_y3147_x0,45,3,7,0.217,0.000,"(0.499,0.998,0.302,0.874)",0.449,0.333,N/A,N/A,N/A,-250.17600937,4078.14466996,-168.490,N/A,N/A,-364.1230,-105.7170,N/A,379.1591,379.1591,0.1330
10_0013.JPG,1002,sat_tile_y2895_x0,32,6,5,0.198,0.000,"(0.005,0.989,0.036,0.945)",0.200,0.199,N/A,N/A,N/A,-292.11205020,4284.07737815,-168.490,N/A,N/A,-396.0350,-111.7174,N/A,411.4906,411.4906,0.2262
10_0014.JPG,1012,sat_tile_y3147_x0,50,4,7,0.263,0.000,"(0.776,0.727,0.669,0.886)",0.707,0.485,N/A,N/A,N/A,-334.04809104,4490.01008635,-168.490,N/A,N/A,-428.9147,-117.7177,N/A,444.7756,444.7756,0.1784
