num,filename,date,lat,lon,height,Omega,Kappa,Phi1,Phi2
1,06_0001.JPG,2022-10-09T11:00:05,32.35154051,109.6467614,838.48,-0.183346,5.443099,173.36557,162.983574
2,06_0002.JPG,2022-10-09T11:00:07,32.35102485,109.6469447,838.79,0.962569,4.761279,174.786505,163.779986
3,06_0003.JPG,2022-10-09T11:00:10,32.35049773,109.6471166,840.01,-0.234913,2.922085,173.314003,163.980521
4,06_0004.JPG,2022-10-09T11:00:12,32.34998207,109.6472885,840.74,-0.246372,1.862113,176.516838,164.822769
5,06_0005.JPG,2022-10-09T11:00:15,32.34946067,109.6474604,839.24,-2.498096,3.678389,174.247925,163.482048
6,06_0006.JPG,2022-10-09T11:00:17,32.34894501,109.6476437,839.39,2.956462,3.409099,175.164657,163.499236
7,06_0007.JPG,2022-10-09T11:01:10,32.34837778,109.6460394,839.66,2.234535,1.988164,-16.890796,-14.100491
8,06_0008.JPG,2022-10-09T11:01:13,32.3489049,109.6459019,839.27,-3.065324,1.667307,-14.570317,-13.218136
9,06_0009.JPG,2022-10-09T11:01:16,32.3494263,109.6457186,839.7,1.186023,1.438124,-21.296841,-17.475213
10,06_0010.JPG,2022-10-09T11:01:19,32.34994196,109.6455467,840.09,0.41253,-0.933921,-22.041686,-17.406458
11,06_0011.JPG,2022-10-09T11:01:22,32.35046335,109.6453748,839.55,-1.243318,-0.830789,-20.139466,-16.489725
12,06_0012.JPG,2022-10-09T11:01:25,32.35097901,109.64518,838.96,1.094349,1.661578,-19.784233,-16.392323
13,06_0013.JPG,2022-10-09T11:01:28,32.3515004,109.6450081,838.79,-0.876625,3.552338,-20.511889,-15.06306
14,06_0014.JPG,2022-10-09T11:01:31,32.3520218,109.6448248,839.1,-0.733386,3.775792,-23.164684,-15.658937
15,06_0015.JPG,2022-10-09T11:01:34,32.35254319,109.6446529,839.6,-1.948057,2.16578,-23.640239,-15.710503
16,06_0016.JPG,2022-10-09T11:01:37,32.35305885,109.644481,839.48,0.13751,2.790304,-27.822831,-16.226165
17,06_0017.JPG,2022-10-09T11:01:41,32.35358024,109.6442977,839.3,0.309397,1.065701,-25.324735,-14.954198
