num,filename,date,lat,lon,height,Omega,Kappa,Phi1,Phi2
1,10_0001.JPG,2018-09-05T17:28:06,40.35059856,115.7769973,772.42,1.392287,2.114214,-168.489699,160.135974
2,10_0002.JPG,2018-09-05T17:28:09,40.35009436,115.7772494,772.29,-0.911003,-0.263561,-173.508809,159.179135
3,10_0003.JPG,2018-09-05T17:28:13,40.34959015,115.7775129,773.63,-0.057296,3.288778,-177.70286,156.761253
4,10_0004.JPG,2018-09-05T17:28:16,40.34909741,115.7778109,773.87,1.214671,0.996947,177.651294,155.689822
5,10_0005.JPG,2018-09-05T17:28:19,40.34859894,115.7780859,773.74,0.802141,0.899544,-179.788427,158.382723
6,10_0006.JPG,2018-09-05T17:28:22,40.34810046,115.7783494,773.41,2.647065,0.27502,178.350302,158.606177
7,10_0007.JPG,2018-09-05T17:28:25,40.34760199,115.7786015,773.21,1.707414,-0.590147,178.865964,157.385777
8,10_0008.JPG,2018-09-05T17:28:28,40.34710352,115.7788766,772.69,-0.045837,2.274642,177.250224,157.07065
9,10_0009.JPG,2018-09-05T17:28:32,40.34660504,115.7791516,773.26,1.426665,1.443854,175.686049,156.589365
10,10_0010.JPG,2018-09-05T17:28:35,40.34610084,115.7794266,773.55,2.114214,-1.661578,172.529051,156.927411
11,10_0011.JPG,2018-09-05T17:28:38,40.34560237,115.7797016,773.6,1.438124,-1.76471,170.924769,158.354075
12,10_0012.JPG,2018-09-05T17:28:41,40.34510389,115.7799766,773.05,1.145916,-1.08289,171.618048,156.984706
13,10_0013.JPG,2018-09-05T17:28:44,40.34460542,115.7802402,773.39,1.002676,-1.197482,169.263192,156.577906
14,10_0014.JPG,2018-09-05T17:28:47,40.34410695,115.7805152,773.06,0.108862,-0.389611,171.153953,158.010301
15,10_0015.JPG,2018-09-05T17:28:50,40.34360847,115.7807788,773.05,-0.355234,1.982434,166.461428,157.431613
16,10_0016.JPG,2018-09-05T17:28:53,40.34311,115.7810538,773.22,-0.166158,0.922462,166.581749,157.093568
17,10_0017.JPG,2018-09-05T17:28:56,40.34261726,115.7813403,773.28,1.031324,2.263183,166.266623,156.692498
18,10_0018.JPG,2018-09-05T17:28:59,40.34211878,115.7816153,773.71,-1.300614,1.237589,166.094735,157.712363
19,10_0019.JPG,2018-09-05T17:29:37,40.34266882,115.783231,773.21,-1.678766,0.051566,-42.891621,-24.935123
20,10_0020.JPG,2018-09-05T17:29:40,40.34316157,115.7829331,773.11,2.761657,-1.260507,-42.736922,-25.576836
21,10_0021.JPG,2018-09-05T17:29:43,40.34365431,115.7826466,773.53,0.166158,1.008406,-37.523006,-22.12763
22,10_0022.JPG,2018-09-05T17:29:46,40.34415278,115.7823945,773.1,-1.449583,0.40107,-36.228121,-21.732289
23,10_0023.JPG,2018-09-05T17:29:48,40.34465126,115.7821195,773.32,0.280749,0.183346,-36.732324,-22.190655
24,10_0024.JPG,2018-09-05T17:29:51,40.34514973,115.7818445,772.88,1.587093,3.242941,-40.737299,-23.376678
25,10_0025.JPG,2018-09-05T17:29:54,40.3456482,115.7815695,773.05,3.363262,-1.151645,-37.265175,-22.654751
26,10_0026.JPG,2018-09-05T17:29:57,40.34615241,115.7813059,773.19,-1.031324,0.882355,-32.286172,-21.142143
27,10_0027.JPG,2018-09-05T17:30:00,40.34665088,115.7810309,773.39,0.200535,-0.590147,-33.472194,-22.551619
28,10_0028.JPG,2018-09-05T17:30:03,40.34714935,115.7807673,773.63,0.779223,-0.452637,-35.070747,-22.958419
29,10_0029.JPG,2018-09-05T17:30:06,40.34764783,115.7804923,773.37,-0.796411,1.604282,-34.302983,-22.058875
30,10_0030.JPG,2018-09-05T17:30:09,40.3481463,115.7802173,772.72,-0.217724,2.062648,-34.07953,-22.448486
31,10_0031.JPG,2018-09-05T17:30:12,40.34864477,115.7799423,772.96,0.888085,1.822006,-30.240712,-22.219303
32,10_0032.JPG,2018-09-05T17:30:15,40.34914325,115.7796787,773.25,0.590147,-0.80787,-30.928262,-22.54016
33,10_0033.JPG,2018-09-05T17:30:18,40.34964745,115.7794151,773.61,-0.097403,0.206265,-31.529867,-22.207844
34,10_0034.JPG,2018-09-05T17:30:21,40.35014019,115.7791401,772.32,1.117268,1.042783,-29.289602,-22.591726
35,10_0035.JPG,2018-09-05T17:30:24,40.35063867,115.7788651,772.62,1.75898,4.560744,-27.118092,-22.969878
36,10_0036.JPG,2018-09-05T17:30:27,40.35113714,115.7785901,773.4,1.455313,2.933544,-26.774318,-23.176143
37,10_0037.JPG,2018-09-05T17:31:05,40.35164134,115.7802975,773.39,1.948057,-0.120321,178.79148,158.577529
38,10_0038.JPG,2018-09-05T17:31:08,40.35113141,115.7805267,773.2,0.068755,-1.919409,-177.404922,161.218864
39,10_0039.JPG,2018-09-05T17:31:11,40.35062721,115.7807673,772.84,-2.669983,-0.343775,178.980556,159.574476
40,10_0040.JPG,2018-09-05T17:31:14,40.35012873,115.7810538,772.55,0.532851,-0.211994,173.984364,155.179889
41,10_0041.JPG,2018-09-05T17:31:17,40.34963599,115.7813403,772.58,2.17724,-0.4068,173.124927,156.016408
42,10_0042.JPG,2018-09-05T17:31:20,40.34913752,115.7816267,773.37,2.532473,0.762034,171.451891,156.744064
43,10_0043.JPG,2018-09-05T17:31:23,40.34863904,115.7819018,772.76,1.839195,0.716197,172.236843,158.222295
44,10_0044.JPG,2018-09-05T17:31:26,40.34814057,115.7821539,772.93,1.180293,0.572958,169.738747,158.176459
45,10_0045.JPG,2018-09-05T17:31:29,40.34763637,115.7824174,773.25,-0.842248,-0.297938,168.999631,157.420154
