num,filename,date,lat,lon,height,Omega,Kappa,Phi1,Phi2
1,02_0001.JPG,2018-09-18T11:29:28,29.79957084,116.0406953,405.8,1.094349,-2.566851,167.378161,177.685671
2,02_0002.JPG,2018-09-18T11:29:33,29.79886037,116.0407183,405.86,-0.653172,-0.532851,169.360595,179.46757
3,02_0003.JPG,2018-09-18T11:29:38,29.7981499,116.0407068,405.63,0.733386,-1.999623,171.646696,-178.596674
4,02_0004.JPG,2018-09-18T11:29:43,29.79743943,116.0407183,406.01,0.796411,-1.426665,169.074116,178.900342
5,02_0005.JPG,2018-09-18T11:29:48,29.79672324,116.0407068,405.78,-0.366693,-0.418259,174.872449,-177.250224
6,02_0006.JPG,2018-09-18T11:29:53,29.79601277,116.0407068,406.24,1.63293,-1.890761,169.406431,177.387733
7,02_0007.JPG,2018-09-18T11:29:58,29.79529657,116.0407068,405.86,2.194428,-2.675713,171.938905,-177.639835
8,02_0008.JPG,2018-09-18T11:30:03,29.7945861,116.0407068,405.75,-0.234913,-1.231859,170.626831,179.249846
9,02_0009.JPG,2018-09-18T11:30:08,29.79387564,116.0407297,405.72,4.623769,0.263561,172.076415,179.656646
10,02_0010.JPG,2018-09-18T11:30:13,29.79315944,116.0407068,405.66,0.286479,2.034,173.63486,-178.37895
11,02_0011.JPG,2018-09-18T11:30:18,29.79244897,116.0407068,406.53,1.409476,-0.773493,175.789181,178.482083
12,02_0012.JPG,2018-09-18T11:30:23,29.7917385,116.0406953,405.65,0.234913,-0.297938,174.918285,-178.705536
13,02_0013.JPG,2018-09-18T11:30:28,29.79102231,116.0406953,406.76,-0.876625,-1.856383,169.664262,178.189874
14,02_0014.JPG,2018-09-18T11:30:32,29.79030611,116.0406953,405.66,1.420935,0.280749,172.288409,-178.883153
15,02_0015.JPG,2018-09-18T11:30:38,29.78959564,116.0406953,405.72,-0.830789,-0.876625,170.672668,178.585215
16,02_0016.JPG,2018-09-18T11:30:42,29.78888517,116.0406953,405.93,0.67609,-0.349504,173.325463,-179.438922
17,02_0017.JPG,2018-09-18T11:30:48,29.78816898,116.0406953,405.91,1.512609,-0.320856,171.73837,179.553514
18,02_0018.JPG,2018-09-18T11:30:53,29.78745851,116.0406953,406.08,0.441178,0.578687,171.262815,179.181091
19,02_0019.JPG,2018-09-18T11:30:57,29.78674804,116.0406953,406.57,1.340721,-1.90222,176.367868,-178.24717
20,02_0020.JPG,2018-09-18T11:31:02,29.78603184,116.0406839,405.89,-3.380451,-0.108862,174.219277,179.673835
21,02_0021.JPG,2018-09-18T11:31:07,29.78532138,116.0407068,405.22,3.575257,0.699009,172.637913,179.140984
22,02_0022.JPG,2018-09-18T11:31:12,29.78461091,116.0407068,406.75,0.865166,-1.48969,172.614995,178.464894
23,02_0023.JPG,2018-09-18T11:31:17,29.78389471,116.0407068,406.04,0.842248,-1.936597,177.061147,-177.960691
24,02_0024.JPG,2018-09-18T11:31:22,29.78318424,116.0406839,406.13,-2.417882,-0.441178,175.284978,-178.92899
25,02_0025.JPG,2018-09-18T11:31:27,29.78246805,116.0406953,405.6,0.653172,0.504203,174.551592,179.61081
26,02_0026.JPG,2018-09-18T11:31:32,29.78175758,116.0406839,405.83,1.420935,-0.527121,174.746398,179.284224
27,02_0027.JPG,2018-09-18T11:31:37,29.78104138,116.0406953,406.33,2.045459,0.263561,177.628376,-179.484759
28,02_0028.JPG,2018-09-18T11:31:42,29.78033091,116.0406839,406.18,0.521392,-1.827735,173.886961,178.126849
29,02_0029.JPG,2018-09-18T11:31:47,29.77962045,116.0407068,405.46,1.982434,-0.469825,177.175739,-178.189874
30,02_0030.JPG,2018-09-18T11:31:53,29.77890425,116.0406953,405.62,0.498473,-1.89649,171.153953,178.51646
31,02_0031.JPG,2018-09-18T11:31:58,29.77819378,116.0407068,405.8,2.612688,-0.893814,175.611564,-178.527919
32,02_0032.JPG,2018-09-18T11:32:03,29.77748331,116.0406839,406.02,0.27502,-1.63293,175.863666,-179.181091
33,02_0033.JPG,2018-09-18T11:32:08,29.77676712,116.0406953,405.91,-0.097403,-0.492744,177.645564,179.278494
34,02_0034.JPG,2018-09-18T11:32:13,29.77605665,116.0406839,406.02,-0.847978,-0.343775,174.591699,-178.590945
35,02_0035.JPG,2018-09-18T11:32:18,29.77534045,116.0406953,405.88,0.928192,-0.481285,177.513784,179.393086
36,02_0036.JPG,2018-09-18T11:32:24,29.77463571,116.0406839,406.05,-0.847978,-2.606958,172.213924,-179.077959
37,02_0037.JPG,2018-09-18T11:32:29,29.77391952,116.0406839,405.26,1.380828,1.031324,-179.215469,-179.673835
38,02_0038.JPG,2018-09-18T11:32:34,29.77320332,116.0406953,405.87,0.853707,-0.091673,179.301412,178.51646
39,02_0039.JPG,2018-09-18T11:32:39,29.77249285,116.040661,406.37,-5.013381,-3.477854,171.331569,-178.676888
40,02_0040.JPG,2018-09-18T11:32:44,29.77178238,116.0406953,405.21,3.202834,-0.916732,173.571834,178.39041
41,02_0041.JPG,2018-09-18T11:32:48,29.77106619,116.0406953,407.34,0.905273,-2.767386,170.317434,-178.894612
42,02_0042.JPG,2018-09-18T11:32:53,29.77035572,116.0406839,406.48,-0.028648,-2.211617,169.922093,179.427463
43,02_0043.JPG,2018-09-18T11:32:58,29.76963952,116.040661,406.12,-1.443854,-4.119567,172.443108,-176.717373
44,02_0044.JPG,2018-09-18T11:33:04,29.76892905,116.0406495,405.94,-1.793358,-2.30902,172.626454,177.061147
45,02_0045.JPG,2018-09-18T11:33:09,29.76821859,116.040661,405.45,-2.205888,-2.996569,175.628753,-178.459164
46,02_0046.JPG,2018-09-18T11:33:16,29.76750812,116.0406953,404.98,2.205888,-0.767763,173.038984,177.066877
47,02_0047.JPG,2018-09-18T11:33:21,29.76679192,116.0407068,406.26,2.17151,-0.160428,175.554268,179.994691
48,02_0048.JPG,2018-09-18T11:33:26,29.76607572,116.0406953,407.87,-1.266237,-5.420181,172.67802,-177.616916
49,02_0049.JPG,2018-09-18T11:33:31,29.76536526,116.0406953,405.54,2.114214,-1.776169,169.796043,179.404545
50,02_0050.JPG,2018-09-18T11:33:36,29.76465479,116.040661,404.76,-3.088243,0.160428,178.900342,-178.447705
51,02_0051.JPG,2018-09-18T11:33:41,29.76393859,116.0406953,405.56,2.074107,-1.208941,172.67802,178.78575
52,02_0052.JPG,2018-09-18T11:33:46,29.76322812,116.040661,405.37,-1.655848,0.423989,171.761288,-179.032122
53,02_0053.JPG,2018-09-18T11:33:51,29.76251766,116.040661,405.37,0.148969,-0.429718,173.250978,-179.404545
54,02_0054.JPG,2018-09-18T11:33:57,29.76180146,116.0406953,405.24,1.312073,2.612688,164.444617,175.199035
55,02_0055.JPG,2018-09-18T11:34:02,29.76109099,116.0406953,406.46,1.380828,2.647065,176.132956,-177.823181
56,02_0056.JPG,2018-09-18T11:34:08,29.76038052,116.040661,406.47,-1.145916,-2.343397,177.754426,-178.029446
57,02_0057.JPG,2018-09-18T11:34:13,29.75966433,116.0406953,407.19,3.134079,-6.399939,171.32584,179.249846
58,02_0058.JPG,2018-09-18T11:34:18,29.75894813,116.040661,405.01,-0.355234,-1.63293,177.181469,-177.668483
59,02_0059.JPG,2018-09-18T11:34:23,29.75823766,116.040661,406.87,-4.709713,-1.35791,168.856392,176.35068
60,02_0060.JPG,2018-09-18T11:34:28,29.75752719,116.0406839,405.87,0.154699,-6.079082,174.820882,-176.505378
61,02_0061.JPG,2018-09-18T11:34:33,29.756811,116.0406495,405.77,-1.690225,-3.901843,170.924769,-178.877424
62,02_0062.JPG,2018-09-18T11:34:38,29.75610053,116.040661,406.21,0.13751,-3.363262,174.860989,179.639458
63,02_0063.JPG,2018-09-18T11:34:43,29.75539006,116.0406495,406.33,-4.102378,-4.744091,176.06993,179.673835
64,02_0064.JPG,2018-09-18T11:34:48,29.75467386,116.0406839,404.64,1.587093,-2.30902,173.250978,-179.74259
65,02_0065.JPG,2018-09-18T11:34:52,29.7539634,116.0406953,406.84,3.220023,-0.498473,172.981688,179.931666
66,02_0066.JPG,2018-09-18T11:34:57,29.75325293,116.0406839,404.6,-0.865166,-0.893814,173.90988,-177.909125
67,02_0067.JPG,2018-09-18T11:35:02,29.75253673,116.040661,406.68,-0.383882,-3.466395,173.749451,179.450381
68,02_0068.JPG,2018-09-18T11:35:06,29.75182626,116.040661,405.8,-1.197482,-4.600851,176.047012,-178.705536
69,02_0069.JPG,2018-09-18T11:35:11,29.7511158,116.0406839,404.63,1.638659,0.280749,175.359463,179.885829
70,02_0070.JPG,2018-09-18T11:35:16,29.7503996,116.040661,405.16,0.211994,1.094349,175.817829,-178.459164
71,02_0071.JPG,2018-09-18T11:35:22,29.74968913,116.0406839,405.95,1.822006,-0.177617,177.548162,-178.545108
72,02_0072.JPG,2018-09-18T11:35:28,29.74897293,116.0406953,405.84,2.57831,0.418259,172.168088,178.745643
73,02_0073.JPG,2018-09-18T11:35:33,29.74826247,116.0406953,406.3,0.166158,-0.527121,176.259007,-178.098201
74,02_0074.JPG,2018-09-18T11:35:38,29.74754627,116.0406495,406.13,-0.360963,-1.403747,173.955716,-179.032122
75,02_0075.JPG,2018-09-18T11:35:44,29.7468358,116.0406495,405.96,0.584417,0.303668,175.605835,-179.845722
76,02_0076.JPG,2018-09-18T11:35:50,29.74612533,116.0406495,406.35,0.148969,-0.750575,173.554646,178.602404
77,02_0077.JPG,2018-09-18T11:35:56,29.74540914,116.040661,405.98,1.827735,-1.707414,174.72348,-178.195604
78,02_0078.JPG,2018-09-18T11:36:01,29.74469867,116.040661,405.81,1.965245,0.189076,173.079091,178.081012
79,02_0079.JPG,2018-09-18T11:36:06,29.7439882,116.040661,405.86,1.621471,0.784952,174.064578,-179.765508
80,02_0080.JPG,2018-09-18T11:36:12,29.743272,116.040661,406.16,2.343397,0.028648,171.343029,175.708967
81,02_0081.JPG,2018-09-18T11:36:18,29.74256154,116.040661,405.96,-1.002676,0.103132,174.253654,-178.602404
82,02_0082.JPG,2018-09-18T11:36:23,29.74184534,116.040661,405.76,1.08862,-1.90222,173.531727,-179.713942
83,02_0083.JPG,2018-09-18T11:36:28,29.74113487,116.040661,406.48,0.756304,-0.034377,172.666561,179.74259
84,02_0084.JPG,2018-09-18T11:36:34,29.7404244,116.0406495,406.02,1.174563,-1.214671,174.883908,-178.533649
85,02_0085.JPG,2018-09-18T11:36:39,29.73970821,116.0406381,405.81,-2.452259,-0.870896,175.594375,179.960314
86,02_0086.JPG,2018-09-18T11:36:44,29.73899774,116.0406495,406.53,0.853707,-2.492366,171.113846,178.453435
87,02_0087.JPG,2018-09-18T11:36:49,29.73828154,116.0406495,405.49,-1.552716,0.309397,174.494297,-179.026393
88,02_0088.JPG,2018-09-18T11:36:54,29.73757107,116.0406381,405.97,0.028648,-1.816276,177.003852,-179.725401
89,02_0089.JPG,2018-09-18T11:37:00,29.73686061,116.0406495,405.82,3.838817,-1.558445,170.655479,177.731508
90,02_0090.JPG,2018-09-18T11:37:05,29.73614441,116.0406839,405.46,4.406045,-0.836518,178.298736,179.123795
91,02_0091.JPG,2018-09-18T11:37:10,29.73543394,116.0406495,405.65,-1.959516,1.483961,175.932421,-179.215469
92,02_0092.JPG,2018-09-18T11:37:16,29.73472347,116.040661,406.58,3.208564,-1.197482,173.027525,177.645564
93,02_0093.JPG,2018-09-18T11:37:21,29.73400728,116.0406495,406.19,0.613065,-2.091296,171.251355,178.940449
94,02_0094.JPG,2018-09-18T11:37:26,29.73329681,116.0406495,405.1,0.847978,0.509932,174.689102,-179.33579
95,02_0095.JPG,2018-09-18T11:37:32,29.73258061,116.0406381,405.84,-0.779223,-0.194806,175.502702,178.762832
96,02_0096.JPG,2018-09-18T11:37:37,29.73187014,116.040661,405.63,1.36364,-1.541256,171.944634,179.06077
97,02_0097.JPG,2018-09-18T11:37:42,29.73115968,116.0406381,406.3,-1.592823,-0.928192,175.777722,-179.221198
98,02_0098.JPG,2018-09-18T11:37:48,29.73044348,116.0406495,406.69,-0.784952,-2.280372,176.551215,177.989339
99,02_0099.JPG,2018-09-18T11:37:53,29.72973301,116.0406495,405.1,0.395341,-1.930868,178.487812,-178.046635
100,02_0100.JPG,2018-09-18T11:37:59,29.72902254,116.0406495,405.29,-0.647442,-1.529797,175.789181,179.416004
101,02_0101.JPG,2018-09-18T11:38:03,29.72845532,116.0406381,405.15,-3.907572,-0.320856,172.809801,179.759779
