num,filename,date,lat,lon,height,Omega,Kappa,Phi1,Phi2
1,04_0001.JPG,2018-10-24T12:27:26,32.1555603,119.9289015,545.22,-3.437747,-2.44653,-0.154699,-8.244863
2,04_0002.JPG,2018-10-24T12:27:30,32.15654578,119.9287182,544.92,0.292208,-5.271212,-6.531719,-9.511099
3,04_0003.JPG,2018-10-24T12:27:34,32.15754273,119.9285463,544.3,-8.474046,-4.623769,-10.920576,-11.13257
4,04_0004.JPG,2018-10-24T12:27:39,32.15851676,119.9282827,543.33,4.297183,-2.841871,-9.276187,-10.628367
5,04_0005.JPG,2018-10-24T12:27:43,32.15950225,119.9280765,542.07,-1.117268,-1.312073,-4.423234,-10.301781
6,04_0006.JPG,2018-10-24T12:27:48,32.16048773,119.9278817,543.28,-1.862113,1.518338,-4.216969,-10.210108
7,04_0007.JPG,2018-10-24T12:27:52,32.16147322,119.9276525,544.77,1.907949,-0.979758,-3.495043,-9.585584
8,04_0008.JPG,2018-10-24T12:27:57,32.16245871,119.9274577,543.36,-0.280749,0.67609,-7.013003,-8.949601
9,04_0009.JPG,2018-10-24T12:28:02,32.1634442,119.9272743,543.31,-1.472502,0.469825,-6.142108,-11.189866
10,04_0010.JPG,2018-10-24T12:28:07,32.16442395,119.9270108,543.4,2.606958,-0.103132,-10.381995,-11.344564
11,04_0011.JPG,2018-10-24T12:28:12,32.16540944,119.9268274,543.45,0.613065,1.249048,-8.565719,-8.731877
12,04_0012.JPG,2018-10-24T12:28:17,32.16639493,119.9266212,543.85,4.165403,0.607335,-12.507669,-9.90644
13,04_0013.JPG,2018-10-24T12:28:22,32.16738042,119.9264034,543.57,4.022164,-0.217724,-11.310187,-12.536317
14,04_0014.JPG,2018-10-24T12:28:26,32.1683659,119.9261972,544.2,-1.128727,-1.369369,-13.212407,-9.568395
15,04_0015.JPG,2018-10-24T12:28:31,32.16935139,119.9259909,543.12,-2.234535,1.122997,-10.679933,-9.665798
16,04_0016.JPG,2018-10-24T12:28:36,32.17033688,119.9257732,543.94,3.002299,-2.687172,-4.463341,-10.04968
17,04_0017.JPG,2018-10-24T12:28:40,32.17132237,119.9255669,543.59,-0.074485,-2.412152,-8.571449,-10.370536
18,04_0018.JPG,2018-10-24T12:28:45,32.17230785,119.9253607,543.48,1.077161,-0.383882,-6.050434,-10.393454
19,04_0019.JPG,2018-10-24T12:28:50,32.17328761,119.9251429,543.65,-2.251724,-0.040107,-2.761657,-10.04395
20,04_0020.JPG,2018-10-24T12:28:55,32.17427883,119.9249367,543.54,0.80787,0.41253,-3.861736,-10.932035
21,04_0021.JPG,2018-10-24T12:29:00,32.17525859,119.9247304,546.06,2.475178,-3.901843,-7.133325,-9.476722
22,04_0022.JPG,2018-10-24T12:29:05,32.1762498,119.9245127,544.72,1.249048,-7.952654,-6.52026,-11.711257
23,04_0023.JPG,2018-10-24T12:29:10,32.17722956,119.9243293,543.09,-1.655848,-6.365561,-1.375099,-8.347995
24,04_0024.JPG,2018-10-24T12:29:14,32.17821505,119.9241116,540.79,1.22613,3.39764,-14.352593,-14.742204
25,04_0025.JPG,2018-10-24T12:29:19,32.17919481,119.9238595,543.8,0.41253,0.985487,-3.907572,-9.522559
26,04_0026.JPG,2018-10-24T12:29:23,32.18018602,119.9236876,544.22,-0.108862,0.80787,-2.881978,-9.264728
27,04_0027.JPG,2018-10-24T12:29:28,32.18117151,119.9234699,542.95,0.80787,1.822006,-5.322778,-10.685663
28,04_0028.JPG,2018-10-24T12:29:33,32.18215127,119.9232407,543.7,2.675713,1.936597,-4.555014,-9.574125
29,04_0029.JPG,2018-10-24T12:29:37,32.18314248,119.9230574,544.39,-0.762034,0.693279,-6.78382,-10.255945
30,04_0030.JPG,2018-10-24T12:29:42,32.18412224,119.9228396,543.38,1.621471,0.252101,-6.147837,-10.359077
31,04_0031.JPG,2018-10-24T12:29:47,32.18511346,119.9226334,543.37,3.162727,-0.051566,-8.542801,-11.424778
32,04_0032.JPG,2018-10-24T12:29:51,32.18609322,119.9224042,543.59,2.784575,2.280372,-10.387725,-11.659691
33,04_0033.JPG,2018-10-24T12:29:56,32.1870787,119.9221979,543.8,-0.4068,0.435448,-6.892682,-9.293375
34,04_0034.JPG,2018-10-24T12:30:01,32.18806992,119.9220031,543.22,-0.607335,0.395341,-6.25097,-9.975195
35,04_0035.JPG,2018-10-24T12:30:05,32.18904968,119.9217854,543.64,0.716197,1.019865,-8.084434,-11.195595
36,04_0036.JPG,2018-10-24T12:30:10,32.1900409,119.9215791,543.61,-0.360963,1.518338,-6.468694,-9.975195
37,04_0037.JPG,2018-10-24T12:30:14,32.19102065,119.9213729,543.4,-1.031324,1.77044,-8.00422,-10.307511
38,04_0038.JPG,2018-10-24T12:30:19,32.19200614,119.9211551,543.1,0.194806,2.486637,-10.691392,-10.393454
39,04_0039.JPG,2018-10-24T12:30:24,32.1929859,119.9209489,543.89,-1.375099,2.354857,-9.791849,-9.837685
40,04_0040.JPG,2018-10-24T12:30:28,32.19397712,119.9207426,543.82,1.564175,1.294885,-7.935465,-9.952277
41,04_0041.JPG,2018-10-24T12:30:32,32.19495687,119.9205364,543.5,1.919409,1.6272,-9.814767,-11.476345
42,04_0042.JPG,2018-10-24T12:30:37,32.19594236,119.9203072,542.98,1.701685,2.337668,-9.344942,-10.840361
43,04_0043.JPG,2018-10-24T12:30:42,32.19692785,119.9201009,543.96,-0.607335,1.799087,-11.218514,-11.350294
44,04_0044.JPG,2018-10-24T12:30:46,32.19791334,119.9198946,543.49,1.151645,1.948057,-7.585961,-9.935088
