drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,time_s
04_0002.JPG,2995,sat_tile_y34272_x8160,607,4,74,0.863,1.515,"(0.964,0.795,0.944,0.994)",0.847,0.855,8426.07189941,36484.92895508,-11.948,8433.96701585,36463.69886175,-10.541,-12.9877,-41.1568,-10.9920,-34.8178,43.1574,17.1234,36.5117,0.4187
04_0003.JPG,3850,sat_tile_y34272_x6528,1318,4,158,0.864,1.971,"(0.918,0.721,0.957,0.995)",0.792,0.738,8671.54736328,36054.15087891,-18.366,8585.79368165,36067.70242362,12.023,65.2630,-23.5144,43.5866,-27.5606,69.3700,39.8097,51.5691,0.3736
04_0004.JPG,3853,sat_tile_y32640_x8160,408,6,52,0.848,1.916,"(0.984,0.730,0.981,0.982)",0.806,0.827,8136.84860611,35752.74975586,-14.961,8244.65132578,35690.36674095,-17.969,-45.0535,-41.9502,-17.8037,-23.3237,61.5600,92.6078,29.3423,0.4774
04_0005.JPG,3717,sat_tile_y34272_x4896,652,9,73,0.859,2.132,"(0.997,0.794,0.973,0.980)",0.850,0.855,8279.75146484,35213.07714844,-8.578,8236.67927760,35279.82308239,-10.620,10.5011,9.4819,-0.3863,-10.4472,14.1485,45.2447,10.4544,0.6877
04_0006.JPG,3279,sat_tile_y34272_x4896,660,6,58,0.790,1.950,"(0.989,0.810,0.993,0.983)",0.863,0.827,8207.06274414,34799.21618652,-8.821,8188.36227522,34817.17370536,-8.178,10.4854,23.3500,5.7585,17.9882,25.5962,11.5863,18.8875,0.4722
04_0007.JPG,2746,sat_tile_y32640_x4896,728,6,71,0.870,1.949,"(0.972,0.740,0.981,0.990)",0.812,0.841,7994.57666016,34512.14538574,-5.396,8056.99362293,34486.66711165,-11.161,-21.6245,-0.6404,-5.8476,6.9670,21.6339,21.0423,9.0958,0.4161
04_0008.JPG,2478,sat_tile_y32640_x4896,553,4,57,0.813,1.840,"(0.997,0.754,0.985,0.986)",0.824,0.819,8006.53930664,34130.00732422,-11.451,7988.26050706,34086.14112284,-10.973,-0.2431,3.7547,-4.8633,16.8524,3.7626,30.1463,17.5401,0.3260
04_0009.JPG,2994,sat_tile_y31008_x4896,367,4,44,0.784,1.887,"(0.978,0.746,0.972,0.992)",0.816,0.800,8002.35595703,33709.90771484,-9.205,7956.33801346,33679.16068853,-8.879,15.9824,19.4844,4.3509,28.6650,25.2008,36.5152,28.9933,0.3664
04_0010.JPG,3951,sat_tile_y31008_x4896,733,4,98,0.872,1.812,"(0.988,0.737,0.981,0.991)",0.812,0.762,7757.50854492,33363.27416992,-14.458,7819.67266230,33301.52374095,-12.880,-21.0737,13.9174,-5.3613,32.3550,25.2546,48.2109,32.7962,0.4016
04_0011.JPG,4742,sat_tile_y32640_x4896,773,4,76,0.821,1.770,"(0.986,0.728,0.977,0.992)",0.805,0.813,7706.87158203,32960.38528442,-12.569,7713.71085768,32922.72510636,-13.690,-16.5897,24.5083,-14.8610,35.7530,29.5952,47.2912,38.7186,0.4227
04_0012.JPG,4387,sat_tile_y29376_x6528,452,4,66,0.856,1.821,"(0.986,0.721,0.982,0.982)",0.800,0.828,7593.45715332,32665.46386719,-15.080,7599.00761983,32586.61506738,-15.395,-25.8244,2.8620,-24.4214,26.4049,25.9825,51.1844,35.9670,0.3911
04_0013.JPG,3847,sat_tile_y31008_x6528,970,4,132,0.901,1.967,"(0.959,0.734,0.981,0.991)",0.807,0.759,7448.68591309,32268.88037109,-14.023,7471.13712948,32225.19994701,-16.454,-41.8911,11.5702,-36.2165,24.6124,43.4596,45.3529,43.7882,0.3487
04_0014.JPG,3696,sat_tile_y31008_x6528,949,4,150,0.861,1.888,"(0.999,0.757,0.997,0.990)",0.828,0.758,7555.47497559,31948.27630615,-15.115,7454.93500957,31926.52384613,-13.729,4.5303,-2.4066,-20.8808,4.0883,5.1298,40.2181,21.2773,0.3437
04_0015.JPG,3502,sat_tile_y31008_x4896,673,4,83,0.907,2.058,"(0.997,0.762,0.981,0.989)",0.830,0.764,7473.82592773,31516.35986328,-12.097,7414.44548903,31530.32323481,-11.438,3.3336,16.8514,-11.6744,12.6822,17.1780,26.6244,17.2375,0.3228
04_0016.JPG,3083,sat_tile_y31008_x4896,639,4,74,0.868,2.105,"(0.995,0.771,0.964,0.990)",0.835,0.851,7320.84863281,31241.53083801,-4.593,7332.86634005,31189.84133143,-10.256,-14.8164,-10.7941,-11.7790,4.6395,18.3313,21.4166,12.6597,0.3312
04_0017.JPG,2247,sat_tile_y27744_x6528,283,4,47,0.806,1.982,"(0.994,0.742,0.989,0.992)",0.817,0.812,7268.01599121,30843.64990234,-7.810,7275.31784684,30869.23674479,-9.890,-8.7298,-1.6985,-6.8843,-9.3383,8.8935,15.6432,11.6016,0.2960
04_0018.JPG,2356,sat_tile_y27744_x6528,514,4,75,0.883,1.940,"(0.990,0.748,0.995,0.990)",0.821,0.852,7137.47460938,30454.97607422,-7.061,7175.05947315,30472.31315798,-10.534,-22.2925,4.6491,-12.7935,-0.5274,22.7721,6.2833,12.8043,0.3042
04_0019.JPG,2765,sat_tile_y29376_x6528,657,4,78,0.861,1.996,"(0.998,0.755,0.986,0.988)",0.826,0.844,7198.68218994,30054.62542725,-2.897,7155.89978981,30070.14238325,-6.989,13.6993,15.1200,2.8868,10.4869,20.4031,11.9589,10.8770,0.3239
